po_item_id,purchase_order_id,product_id,quantity,unit_cost
POITEM02427,PO00747,PROD267,490,508.59
POITEM02428,PO00748,PROD168,110,579.64
POITEM02429,PO00748,PROD299,435,408.79
POITEM02430,PO00748,PROD368,209,619.33
POITEM02431,PO00748,PROD089,374,454.84
POITEM02432,PO00748,PROD104,284,322.97
POITEM02433,PO00749,PROD178,489,136.21
POITEM02434,PO00749,PROD164,72,83.61
POITEM02435,PO00749,PROD429,412,65.57
POITEM02436,PO00749,PROD256,216,419.41
POITEM02437,PO00749,PROD040,111,459.73
POITEM02438,PO00750,PROD053,421,384.27
POITEM02439,PO00750,PROD467,164,338.35
POITEM02440,PO00751,PROD069,98,722.01
POITEM02441,PO00751,PROD254,125,529.14
POITEM02442,PO00751,PROD359,71,452.52
POITEM02443,PO00751,PROD029,257,272.35
POITEM02444,PO00752,PROD023,21,144.33
POITEM02445,PO00752,PROD493,419,163.56
POITEM02446,PO00752,PROD195,343,419.18
POITEM02447,PO00753,PROD107,368,604.75
POITEM02448,PO00753,PROD144,232,669.01
POITEM02449,PO00754,PROD126,223,198.43
POITEM02450,PO00754,PROD371,162,273.28
POITEM02451,PO00754,PROD188,57,345.38
POITEM02452,PO00755,PROD020,389,496.51
POITEM02453,PO00755,PROD416,389,632.6
POITEM02454,PO00755,PROD088,468,814.29
POITEM02455,PO00755,PROD170,65,847.62
POITEM02456,PO00755,PROD078,157,794.47
POITEM02457,PO00755,PROD049,367,665.03
POITEM02458,PO00755,PROD185,347,38.46
POITEM02459,PO00756,PROD343,492,279.4
POITEM02460,PO00756,PROD196,279,763.76
POITEM02461,PO00757,PROD275,344,345.37
POITEM02462,PO00757,PROD187,472,702.51
POITEM02463,PO00757,PROD087,404,210.4
POITEM02464,PO00757,PROD199,92,60.76
POITEM02465,PO00757,PROD027,440,397.54
POITEM02466,PO00758,PROD079,106,812.58
POITEM02467,PO00758,PROD450,151,446.47
POITEM02468,PO00759,PROD459,79,425.98
POITEM02469,PO00759,PROD040,135,459.73
POITEM02470,PO00760,PROD336,487,771.31
POITEM02471,PO00760,PROD272,329,456.22
POITEM02472,PO00761,PROD260,38,341.22
POITEM02473,PO00761,PROD252,405,755.34
POITEM02474,PO00762,PROD113,203,148.55
POITEM02475,PO00762,PROD172,225,259.65
POITEM02476,PO00762,PROD188,142,345.38
POITEM02477,PO00762,PROD487,280,307.18
POITEM02478,PO00763,PROD134,127,169.2
POITEM02479,PO00763,PROD453,333,117.48
POITEM02480,PO00764,PROD287,42,101.85
POITEM02481,PO00764,PROD022,467,164.43
POITEM02482,PO00765,PROD465,396,567.0
POITEM02483,PO00765,PROD269,84,500.47
POITEM02484,PO00765,PROD002,227,804.13
POITEM02485,PO00765,PROD236,342,535.24
POITEM02486,PO00765,PROD320,218,561.69
POITEM02487,PO00766,PROD453,485,117.48
POITEM02488,PO00767,PROD008,231,531.37
POITEM02489,PO00767,PROD171,367,619.21
POITEM02490,PO00768,PROD305,402,213.13
POITEM02491,PO00768,PROD392,39,844.63
POITEM02492,PO00768,PROD314,350,834.65
POITEM02493,PO00768,PROD325,223,844.48
POITEM02494,PO00769,PROD084,168,725.26
POITEM02495,PO00769,PROD104,113,322.97
POITEM02496,PO00769,PROD087,41,210.4
POITEM02497,PO00770,PROD123,373,256.49
POITEM02498,PO00771,PROD430,453,576.39
POITEM02499,PO00772,PROD303,431,460.65
POITEM02500,PO00772,PROD041,66,696.65
POITEM02501,PO00772,PROD391,452,689.07
POITEM02502,PO00772,PROD344,174,838.24
POITEM02503,PO00772,PROD409,387,295.02
POITEM02504,PO00773,PROD418,100,502.51
POITEM02505,PO00773,PROD074,303,668.18
POITEM02506,PO00773,PROD111,230,720.46
POITEM02507,PO00774,PROD148,89,19.6
POITEM02508,PO00774,PROD477,94,637.64
POITEM02509,PO00774,PROD169,153,677.32
POITEM02510,PO00774,PROD153,397,609.33
POITEM02511,PO00775,PROD012,48,840.64
POITEM02512,PO00775,PROD077,27,418.0
POITEM02513,PO00775,PROD119,33,65.49
POITEM02514,PO00775,PROD354,69,728.91
POITEM02515,PO00775,PROD068,117,804.13
POITEM02516,PO00775,PROD397,86,41.01
POITEM02517,PO00775,PROD360,249,13.82
POITEM02518,PO00776,PROD136,51,254.26
POITEM02519,PO00776,PROD340,348,807.39
POITEM02520,PO00776,PROD121,320,517.69
POITEM02521,PO00776,PROD171,448,619.21
POITEM02522,PO00777,PROD310,214,658.21
POITEM02523,PO00777,PROD166,79,389.01
POITEM02524,PO00777,PROD499,345,136.97
POITEM02525,PO00778,PROD144,285,669.01
POITEM02526,PO00778,PROD458,160,353.85
POITEM02527,PO00778,PROD378,228,94.29
POITEM02528,PO00778,PROD357,396,656.13
POITEM02529,PO00779,PROD386,479,321.18
POITEM02530,PO00779,PROD495,460,56.14
POITEM02531,PO00780,PROD193,55,285.63
POITEM02532,PO00781,PROD329,40,267.76
POITEM02533,PO00781,PROD239,325,391.55
POITEM02534,PO00782,PROD029,85,272.35
POITEM02535,PO00783,PROD216,270,103.05
POITEM02536,PO00783,PROD036,401,500.54
POITEM02537,PO00784,PROD150,326,800.82
POITEM02538,PO00784,PROD165,362,341.6
POITEM02539,PO00784,PROD416,299,632.6
POITEM02540,PO00785,PROD380,119,583.27
POITEM02541,PO00785,PROD094,277,119.15
POITEM02542,PO00785,PROD354,99,728.91
POITEM02543,PO00785,PROD154,52,783.77
POITEM02544,PO00786,PROD085,291,577.31
POITEM02545,PO00786,PROD096,457,575.32
POITEM02546,PO00786,PROD083,134,427.38
POITEM02547,PO00786,PROD485,120,774.45
POITEM02548,PO00787,PROD091,327,484.78
POITEM02549,PO00787,PROD370,34,241.67
POITEM02550,PO00787,PROD084,217,725.26
POITEM02551,PO00787,PROD112,94,787.68
POITEM02552,PO00787,PROD173,268,28.86
POITEM02553,PO00788,PROD143,58,189.93
POITEM02554,PO00788,PROD154,107,783.77
POITEM02555,PO00789,PROD303,246,460.65
POITEM02556,PO00789,PROD080,365,528.13
POITEM02557,PO00789,PROD129,33,474.72
POITEM02558,PO00789,PROD416,287,632.6
POITEM02559,PO00789,PROD190,360,716.67
POITEM02560,PO00789,PROD199,441,60.76
POITEM02561,PO00790,PROD179,485,282.68
POITEM02562,PO00790,PROD018,100,369.91
POITEM02563,PO00790,PROD144,375,669.01
POITEM02564,PO00790,PROD213,334,593.33
POITEM02565,PO00791,PROD058,195,725.52
POITEM02566,PO00791,PROD181,303,486.15
POITEM02567,PO00791,PROD473,439,234.57
POITEM02568,PO00791,PROD101,435,328.38
POITEM02569,PO00791,PROD440,392,463.42
POITEM02570,PO00792,PROD261,318,819.85
POITEM02571,PO00792,PROD330,206,374.25
POITEM02572,PO00792,PROD483,423,367.42
POITEM02573,PO00793,PROD175,316,214.47
POITEM02574,PO00793,PROD125,347,569.18
POITEM02575,PO00793,PROD391,401,689.07
POITEM02576,PO00793,PROD017,157,435.9
POITEM02577,PO00794,PROD359,434,452.52
POITEM02578,PO00794,PROD095,485,142.41
POITEM02579,PO00794,PROD177,264,207.32
POITEM02580,PO00795,PROD008,22,531.37
POITEM02581,PO00795,PROD003,306,313.13
POITEM02582,PO00795,PROD247,235,826.24
POITEM02583,PO00796,PROD202,165,554.67
POITEM02584,PO00796,PROD349,258,753.18
POITEM02585,PO00796,PROD234,388,497.04
POITEM02586,PO00797,PROD138,350,737.18
POITEM02587,PO00797,PROD281,214,472.78
POITEM02588,PO00797,PROD128,465,304.2
POITEM02589,PO00797,PROD379,205,768.98
POITEM02590,PO00797,PROD188,41,345.38
POITEM02591,PO00798,PROD235,498,819.51
POITEM02592,PO00798,PROD433,358,509.44
POITEM02593,PO00798,PROD481,20,490.69
POITEM02594,PO00798,PROD443,402,266.46
POITEM02595,PO00799,PROD412,381,688.71
POITEM02596,PO00799,PROD411,155,722.17
POITEM02597,PO00799,PROD326,476,44.1
POITEM02598,PO00799,PROD343,340,279.4
POITEM02599,PO00800,PROD182,230,188.11
POITEM02600,PO00800,PROD379,111,768.98
POITEM02601,PO00801,PROD338,350,512.58
POITEM02602,PO00801,PROD209,279,431.65
POITEM02603,PO00801,PROD229,33,704.2
POITEM02604,PO00801,PROD216,422,103.05
POITEM02605,PO00801,PROD459,351,425.98
POITEM02606,PO00802,PROD248,38,696.53
POITEM02607,PO00803,PROD431,412,243.6
POITEM02608,PO00803,PROD148,186,19.6
POITEM02609,PO00803,PROD432,408,384.23
POITEM02610,PO00804,PROD221,395,255.85
POITEM02611,PO00804,PROD164,135,83.61
POITEM02612,PO00804,PROD139,91,185.81
POITEM02613,PO00804,PROD436,228,483.58
POITEM02614,PO00804,PROD372,344,340.73
POITEM02615,PO00805,PROD445,478,632.13
POITEM02616,PO00805,PROD031,450,825.69
POITEM02617,PO00805,PROD357,412,656.13
POITEM02618,PO00805,PROD341,446,825.32
POITEM02619,PO00805,PROD464,126,580.41
POITEM02620,PO00806,PROD098,81,478.75
POITEM02621,PO00806,PROD407,42,628.45
POITEM02622,PO00807,PROD274,35,184.54
POITEM02623,PO00807,PROD127,336,100.06
POITEM02624,PO00807,PROD334,487,631.9
POITEM02625,PO00807,PROD467,477,338.35
POITEM02626,PO00808,PROD084,320,725.26
POITEM02627,PO00808,PROD187,247,702.51
POITEM02628,PO00808,PROD378,164,94.29
POITEM02629,PO00808,PROD441,244,314.89
POITEM02630,PO00808,PROD395,301,236.19
POITEM02631,PO00808,PROD206,257,609.95
POITEM02632,PO00808,PROD142,51,808.34
POITEM02633,PO00809,PROD149,279,129.76
POITEM02634,PO00809,PROD145,231,314.36
POITEM02635,PO00809,PROD084,341,725.26
POITEM02636,PO00810,PROD236,40,535.24
POITEM02637,PO00810,PROD269,394,500.47
POITEM02638,PO00810,PROD041,55,696.65
POITEM02639,PO00810,PROD377,395,593.84
POITEM02640,PO00811,PROD269,210,500.47
POITEM02641,PO00811,PROD395,220,236.19
POITEM02642,PO00811,PROD005,330,497.89
POITEM02643,PO00812,PROD158,163,660.16
POITEM02644,PO00812,PROD367,151,416.73
POITEM02645,PO00812,PROD301,319,125.66
POITEM02646,PO00812,PROD335,55,290.45
POITEM02647,PO00812,PROD011,443,767.67
POITEM02648,PO00812,PROD014,47,234.75
POITEM02649,PO00813,PROD375,108,655.65
POITEM02650,PO00813,PROD431,35,243.6
POITEM02651,PO00813,PROD413,165,431.16
POITEM02652,PO00813,PROD151,311,106.92
POITEM02653,PO00813,PROD470,327,555.27
POITEM02654,PO00813,PROD292,126,238.58
POITEM02655,PO00814,PROD044,254,408.18
POITEM02656,PO00814,PROD067,40,768.19
POITEM02657,PO00814,PROD038,363,806.17
POITEM02658,PO00814,PROD031,453,825.69
POITEM02659,PO00815,PROD190,65,716.67
POITEM02660,PO00815,PROD403,206,460.82
POITEM02661,PO00815,PROD005,392,497.89
POITEM02662,PO00815,PROD112,287,787.68
POITEM02663,PO00816,PROD395,247,236.19
POITEM02664,PO00816,PROD221,434,255.85
POITEM02665,PO00817,PROD177,56,207.32
POITEM02666,PO00817,PROD480,190,732.4
POITEM02667,PO00818,PROD137,496,614.65
POITEM02668,PO00818,PROD369,254,496.21
POITEM02669,PO00818,PROD068,262,804.13
POITEM02670,PO00819,PROD199,73,60.76
POITEM02671,PO00819,PROD059,191,476.49
POITEM02672,PO00820,PROD443,69,266.46
POITEM02673,PO00820,PROD372,151,340.73
POITEM02674,PO00820,PROD242,126,478.65
POITEM02675,PO00820,PROD434,404,825.48
POITEM02676,PO00821,PROD332,458,72.5
POITEM02677,PO00822,PROD131,275,395.7
POITEM02678,PO00822,PROD489,115,628.21
POITEM02679,PO00822,PROD358,182,453.91
POITEM02680,PO00822,PROD448,198,776.39
POITEM02681,PO00823,PROD103,115,281.85
POITEM02682,PO00823,PROD256,94,419.41
POITEM02683,PO00823,PROD460,23,70.8
POITEM02684,PO00823,PROD039,244,328.0
POITEM02685,PO00824,PROD332,390,72.5
POITEM02686,PO00824,PROD157,402,65.99
POITEM02687,PO00824,PROD165,110,341.6
POITEM02688,PO00824,PROD417,173,638.19
POITEM02689,PO00825,PROD346,182,634.23
POITEM02690,PO00825,PROD304,412,170.43
POITEM02691,PO00825,PROD066,137,101.43
POITEM02692,PO00826,PROD473,318,234.57
POITEM02693,PO00826,PROD477,396,637.64
POITEM02694,PO00827,PROD396,324,471.13
POITEM02695,PO00827,PROD031,332,825.69
POITEM02696,PO00827,PROD014,369,234.75
POITEM02697,PO00827,PROD416,278,632.6
POITEM02698,PO00828,PROD483,382,367.42
POITEM02699,PO00829,PROD339,425,635.93
POITEM02700,PO00829,PROD359,349,452.52
POITEM02701,PO00829,PROD433,114,509.44
POITEM02702,PO00830,PROD443,429,266.46
POITEM02703,PO00830,PROD463,202,440.81
POITEM02704,PO00830,PROD132,155,576.63
POITEM02705,PO00830,PROD319,345,39.15
POITEM02706,PO00830,PROD077,118,418.0
POITEM02707,PO00831,PROD331,265,432.78
POITEM02708,PO00831,PROD089,144,454.84
POITEM02709,PO00832,PROD431,52,243.6
POITEM02710,PO00832,PROD224,469,36.63
POITEM02711,PO00832,PROD458,62,353.85
POITEM02712,PO00832,PROD143,39,189.93
POITEM02713,PO00832,PROD281,191,472.78
POITEM02714,PO00833,PROD328,89,665.85
POITEM02715,PO00833,PROD374,377,166.06
POITEM02716,PO00834,PROD010,272,95.43
POITEM02717,PO00834,PROD377,261,593.84
POITEM02718,PO00834,PROD219,274,428.2
POITEM02719,PO00835,PROD035,21,513.23
POITEM02720,PO00835,PROD006,281,708.02
POITEM02721,PO00835,PROD253,373,512.2
POITEM02722,PO00836,PROD313,386,530.62
POITEM02723,PO00836,PROD406,375,296.65
POITEM02724,PO00836,PROD115,460,800.71
POITEM02725,PO00836,PROD325,473,844.48
POITEM02726,PO00836,PROD184,132,29.32
POITEM02727,PO00836,PROD043,117,432.93
POITEM02728,PO00837,PROD092,112,301.04
POITEM02729,PO00837,PROD029,363,272.35
POITEM02730,PO00837,PROD288,147,740.09
POITEM02731,PO00838,PROD084,489,725.26
POITEM02732,PO00838,PROD009,97,267.41
POITEM02733,PO00838,PROD043,321,432.93
POITEM02734,PO00838,PROD229,435,704.2
POITEM02735,PO00838,PROD424,186,212.71
POITEM02736,PO00839,PROD030,369,98.6
POITEM02737,PO00839,PROD452,307,316.15
POITEM02738,PO00840,PROD045,303,105.62
POITEM02739,PO00840,PROD436,158,483.58
POITEM02740,PO00840,PROD494,20,405.19
POITEM02741,PO00840,PROD011,364,767.67
POITEM02742,PO00841,PROD201,230,148.93
POITEM02743,PO00841,PROD460,30,70.8
POITEM02744,PO00841,PROD248,416,696.53
POITEM02745,PO00841,PROD111,290,720.46
POITEM02746,PO00841,PROD388,233,392.75
POITEM02747,PO00842,PROD332,220,72.5
POITEM02748,PO00842,PROD497,379,607.34
POITEM02749,PO00842,PROD178,227,136.21
POITEM02750,PO00842,PROD023,349,144.33
POITEM02751,PO00842,PROD201,272,148.93
POITEM02752,PO00843,PROD011,33,767.67
POITEM02753,PO00843,PROD270,352,123.23
POITEM02754,PO00843,PROD331,38,432.78
POITEM02755,PO00844,PROD023,115,144.33
POITEM02756,PO00844,PROD214,204,448.24
POITEM02757,PO00844,PROD321,44,627.48
POITEM02758,PO00844,PROD319,374,39.15
POITEM02759,PO00845,PROD457,171,725.46
POITEM02760,PO00845,PROD221,179,255.85
POITEM02761,PO00845,PROD476,429,797.37
POITEM02762,PO00846,PROD109,53,173.24
POITEM02763,PO00846,PROD214,220,448.24
POITEM02764,PO00847,PROD326,319,44.1
POITEM02765,PO00847,PROD385,332,368.25
POITEM02766,PO00847,PROD488,41,538.7
POITEM02767,PO00848,PROD391,480,689.07
POITEM02768,PO00848,PROD323,178,348.8
POITEM02769,PO00848,PROD259,332,724.03
POITEM02770,PO00848,PROD057,469,726.74
POITEM02771,PO00848,PROD380,294,583.27
POITEM02772,PO00848,PROD460,127,70.8
POITEM02773,PO00849,PROD429,162,65.57
POITEM02774,PO00849,PROD485,308,774.45
POITEM02775,PO00849,PROD048,446,69.08
POITEM02776,PO00849,PROD231,376,543.19
POITEM02777,PO00849,PROD227,67,641.82
POITEM02778,PO00850,PROD497,116,607.34
POITEM02779,PO00850,PROD355,442,245.42
POITEM02780,PO00850,PROD342,272,372.68
POITEM02781,PO00850,PROD405,193,42.4
POITEM02782,PO00850,PROD021,348,371.88
POITEM02783,PO00850,PROD143,465,189.93
POITEM02784,PO00851,PROD331,87,432.78
POITEM02785,PO00851,PROD482,477,195.08
POITEM02786,PO00851,PROD341,110,825.32
POITEM02787,PO00851,PROD441,337,314.89
POITEM02788,PO00852,PROD422,221,804.99
POITEM02789,PO00852,PROD287,38,101.85
POITEM02790,PO00853,PROD285,204,346.6
POITEM02791,PO00853,PROD220,471,441.05
POITEM02792,PO00853,PROD227,222,641.82
POITEM02793,PO00853,PROD436,261,483.58
POITEM02794,PO00854,PROD133,272,337.84
POITEM02795,PO00854,PROD339,165,635.93
POITEM02796,PO00854,PROD358,123,453.91
POITEM02797,PO00855,PROD030,443,98.6
POITEM02798,PO00855,PROD235,386,819.51
POITEM02799,PO00855,PROD280,33,561.08
POITEM02800,PO00855,PROD023,126,144.33
POITEM02801,PO00855,PROD391,272,689.07
POITEM02802,PO00856,PROD002,430,804.13
POITEM02803,PO00856,PROD128,463,304.2
POITEM02804,PO00856,PROD325,22,844.48
POITEM02805,PO00856,PROD074,277,668.18
POITEM02806,PO00857,PROD005,370,497.89
POITEM02807,PO00857,PROD306,334,255.04
POITEM02808,PO00858,PROD413,225,431.16
POITEM02809,PO00858,PROD408,224,677.22
POITEM02810,PO00858,PROD182,63,188.11
POITEM02811,PO00858,PROD059,308,476.49
POITEM02812,PO00858,PROD454,29,39.96
POITEM02813,PO00859,PROD025,134,270.8
POITEM02814,PO00859,PROD144,421,669.01
POITEM02815,PO00860,PROD368,92,619.33
POITEM02816,PO00860,PROD039,84,328.0
POITEM02817,PO00860,PROD223,373,123.48
POITEM02818,PO00860,PROD491,106,87.09
POITEM02819,PO00860,PROD332,258,72.5
POITEM02820,PO00861,PROD175,157,214.47
POITEM02821,PO00862,PROD382,455,278.93
POITEM02822,PO00862,PROD435,427,605.54
POITEM02823,PO00862,PROD093,231,388.15
POITEM02824,PO00862,PROD268,202,615.12
POITEM02825,PO00862,PROD333,389,267.79
POITEM02826,PO00862,PROD155,189,109.64
POITEM02827,PO00863,PROD301,216,125.66
POITEM02828,PO00863,PROD163,296,835.86
POITEM02829,PO00864,PROD436,118,483.58
POITEM02830,PO00865,PROD098,52,478.75
POITEM02831,PO00865,PROD449,292,743.17
POITEM02832,PO00865,PROD311,41,547.26
POITEM02833,PO00866,PROD226,347,302.07
POITEM02834,PO00866,PROD211,175,660.34
POITEM02835,PO00866,PROD044,175,408.18
POITEM02836,PO00866,PROD402,150,288.73
POITEM02837,PO00867,PROD395,38,236.19
POITEM02838,PO00867,PROD330,337,374.25
POITEM02839,PO00867,PROD331,452,432.78
POITEM02840,PO00868,PROD309,220,467.42
POITEM02841,PO00868,PROD157,405,65.99
POITEM02842,PO00868,PROD227,130,641.82
POITEM02843,PO00869,PROD009,26,267.41
POITEM02844,PO00870,PROD329,499,267.76
POITEM02845,PO00870,PROD250,427,549.69
POITEM02846,PO00870,PROD276,195,128.13
POITEM02847,PO00871,PROD163,479,835.86
POITEM02848,PO00871,PROD036,101,500.54
POITEM02849,PO00871,PROD405,77,42.4
POITEM02850,PO00872,PROD023,476,144.33
POITEM02851,PO00872,PROD046,238,444.13
POITEM02852,PO00872,PROD011,467,767.67
POITEM02853,PO00872,PROD194,182,504.89
POITEM02854,PO00872,PROD485,278,774.45
POITEM02855,PO00873,PROD362,86,488.97
POITEM02856,PO00873,PROD159,396,783.19
POITEM02857,PO00874,PROD112,438,787.68
POITEM02858,PO00874,PROD286,188,584.6
POITEM02859,PO00875,PROD321,314,627.48
POITEM02860,PO00875,PROD173,301,28.86
POITEM02861,PO00875,PROD010,224,95.43
POITEM02862,PO00875,PROD353,119,270.5
POITEM02863,PO00875,PROD120,289,125.97
POITEM02864,PO00875,PROD452,472,316.15
POITEM02865,PO00876,PROD268,151,615.12
POITEM02866,PO00876,PROD062,170,176.9
POITEM02867,PO00877,PROD407,113,628.45
POITEM02868,PO00877,PROD170,371,847.62
POITEM02869,PO00877,PROD116,304,608.53
POITEM02870,PO00878,PROD239,428,391.55
POITEM02871,PO00878,PROD457,73,725.46
POITEM02872,PO00878,PROD308,336,364.45
POITEM02873,PO00879,PROD039,51,328.0
POITEM02874,PO00879,PROD184,283,29.32
POITEM02875,PO00880,PROD092,290,301.04
POITEM02876,PO00880,PROD311,96,547.26
POITEM02877,PO00881,PROD140,122,695.21
POITEM02878,PO00881,PROD386,418,321.18
POITEM02879,PO00881,PROD045,274,105.62
POITEM02880,PO00881,PROD261,306,819.85
POITEM02881,PO00881,PROD107,286,604.75
POITEM02882,PO00882,PROD075,431,492.03
POITEM02883,PO00882,PROD453,488,117.48
POITEM02884,PO00882,PROD180,177,627.22
POITEM02885,PO00882,PROD013,133,731.42
POITEM02886,PO00882,PROD235,289,819.51
POITEM02887,PO00883,PROD183,50,750.98
POITEM02888,PO00883,PROD423,352,690.64
POITEM02889,PO00883,PROD345,384,556.51
POITEM02890,PO00884,PROD229,20,704.2
POITEM02891,PO00884,PROD444,37,399.53
POITEM02892,PO00884,PROD171,417,619.21
POITEM02893,PO00884,PROD172,184,259.65
POITEM02894,PO00885,PROD408,477,677.22
POITEM02895,PO00885,PROD465,439,567.0
POITEM02896,PO00885,PROD436,216,483.58
POITEM02897,PO00885,PROD327,385,77.16
POITEM02898,PO00885,PROD324,50,214.11
POITEM02899,PO00886,PROD112,219,787.68
POITEM02900,PO00887,PROD144,411,669.01
POITEM02901,PO00887,PROD044,444,408.18
POITEM02902,PO00887,PROD183,67,750.98
POITEM02903,PO00888,PROD363,160,398.27
POITEM02904,PO00888,PROD033,280,631.35
POITEM02905,PO00888,PROD329,471,267.76
POITEM02906,PO00889,PROD124,195,413.86
POITEM02907,PO00889,PROD214,58,448.24
POITEM02908,PO00889,PROD155,247,109.64
POITEM02909,PO00889,PROD280,290,561.08
POITEM02910,PO00890,PROD104,54,322.97
POITEM02911,PO00890,PROD031,153,825.69
POITEM02912,PO00890,PROD391,465,689.07
POITEM02913,PO00890,PROD199,487,60.76
POITEM02914,PO00891,PROD393,64,401.11
POITEM02915,PO00892,PROD032,187,272.47
POITEM02916,PO00892,PROD423,231,690.64
POITEM02917,PO00892,PROD373,366,693.26
POITEM02918,PO00892,PROD302,281,202.72
POITEM02919,PO00892,PROD080,424,528.13
POITEM02920,PO00893,PROD425,340,128.6
POITEM02921,PO00893,PROD065,433,418.06
POITEM02922,PO00893,PROD229,305,704.2
POITEM02923,PO00893,PROD267,262,508.59
POITEM02924,PO00893,PROD128,264,304.2
POITEM02925,PO00894,PROD069,172,722.01
POITEM02926,PO00894,PROD115,500,800.71
POITEM02927,PO00895,PROD232,23,113.62
POITEM02928,PO00895,PROD140,419,695.21
POITEM02929,PO00895,PROD338,85,512.58
POITEM02930,PO00895,PROD450,292,446.47
POITEM02931,PO00896,PROD396,311,471.13
POITEM02932,PO00896,PROD221,134,255.85
POITEM02933,PO00896,PROD494,487,405.19
POITEM02934,PO00896,PROD176,361,36.12
POITEM02935,PO00896,PROD093,212,388.15
POITEM02936,PO00897,PROD190,152,716.67
POITEM02937,PO00897,PROD390,27,668.9
POITEM02938,PO00897,PROD129,139,474.72
POITEM02939,PO00897,PROD175,418,214.47
POITEM02940,PO00897,PROD346,176,634.23
POITEM02941,PO00897,PROD423,319,690.64
POITEM02942,PO00898,PROD318,172,549.26
POITEM02943,PO00898,PROD184,341,29.32
POITEM02944,PO00898,PROD169,500,677.32
POITEM02945,PO00898,PROD122,106,696.31
POITEM02946,PO00898,PROD205,112,280.15
POITEM02947,PO00898,PROD337,371,726.12
POITEM02948,PO00899,PROD454,463,39.96
POITEM02949,PO00899,PROD134,223,169.2
POITEM02950,PO00899,PROD254,203,529.14
POITEM02951,PO00900,PROD035,259,513.23
POITEM02952,PO00900,PROD484,217,780.87
POITEM02953,PO00900,PROD288,415,740.09
POITEM02954,PO00900,PROD374,373,166.06
POITEM02955,PO00900,PROD336,467,771.31
POITEM02956,PO00901,PROD140,142,695.21
POITEM02957,PO00901,PROD440,281,463.42
POITEM02958,PO00902,PROD231,52,543.19
POITEM02959,PO00903,PROD116,372,608.53
POITEM02960,PO00903,PROD013,359,731.42
POITEM02961,PO00903,PROD068,258,804.13
POITEM02962,PO00903,PROD422,480,804.99
POITEM02963,PO00903,PROD299,387,408.79
POITEM02964,PO00903,PROD318,142,549.26
POITEM02965,PO00904,PROD412,479,688.71
POITEM02966,PO00904,PROD144,413,669.01
POITEM02967,PO00904,PROD032,152,272.47
POITEM02968,PO00904,PROD080,439,528.13
POITEM02969,PO00904,PROD316,474,388.86
POITEM02970,PO00905,PROD360,341,13.82
POITEM02971,PO00905,PROD371,337,273.28
POITEM02972,PO00905,PROD456,384,490.07
POITEM02973,PO00906,PROD103,500,281.85
POITEM02974,PO00906,PROD455,356,767.23
POITEM02975,PO00906,PROD460,109,70.8
POITEM02976,PO00906,PROD431,269,243.6
POITEM02977,PO00906,PROD131,104,395.7
POITEM02978,PO00907,PROD058,253,725.52
POITEM02979,PO00907,PROD180,119,627.22
POITEM02980,PO00907,PROD229,265,704.2
POITEM02981,PO00907,PROD282,420,159.09
POITEM02982,PO00908,PROD430,53,576.39
POITEM02983,PO00908,PROD453,399,117.48
POITEM02984,PO00908,PROD207,270,406.78
POITEM02985,PO00908,PROD081,128,408.14
POITEM02986,PO00909,PROD102,130,814.0
POITEM02987,PO00909,PROD033,483,631.35
POITEM02988,PO00909,PROD150,58,800.82
POITEM02989,PO00909,PROD011,311,767.67
POITEM02990,PO00909,PROD358,373,453.91
POITEM02991,PO00909,PROD328,451,665.85
POITEM02992,PO00910,PROD218,358,669.74
POITEM02993,PO00910,PROD087,223,210.4
POITEM02994,PO00910,PROD160,336,576.41
POITEM02995,PO00910,PROD383,390,361.93
POITEM02996,PO00910,PROD346,299,634.23
POITEM02997,PO00911,PROD089,90,454.84
POITEM02998,PO00911,PROD480,112,732.4
POITEM02999,PO00911,PROD378,179,94.29
POITEM03000,PO00911,PROD039,257,328.0
POITEM03001,PO00911,PROD258,311,268.33
POITEM03002,PO00912,PROD334,495,631.9
POITEM03003,PO00912,PROD500,302,482.22
POITEM03004,PO00912,PROD456,236,490.07
POITEM03005,PO00913,PROD201,346,148.93
POITEM03006,PO00913,PROD432,157,384.23
POITEM03007,PO00913,PROD227,285,641.82
POITEM03008,PO00913,PROD048,360,69.08
POITEM03009,PO00914,PROD171,294,619.21
POITEM03010,PO00914,PROD234,209,497.04
POITEM03011,PO00915,PROD306,421,255.04
POITEM03012,PO00915,PROD258,337,268.33
POITEM03013,PO00915,PROD029,116,272.35
POITEM03014,PO00915,PROD014,169,234.75
POITEM03015,PO00916,PROD129,85,474.72
POITEM03016,PO00916,PROD175,166,214.47
POITEM03017,PO00916,PROD138,264,737.18
POITEM03018,PO00917,PROD266,305,691.86
POITEM03019,PO00917,PROD096,77,575.32
POITEM03020,PO00917,PROD440,443,463.42
POITEM03021,PO00917,PROD093,309,388.15
POITEM03022,PO00917,PROD486,190,40.88
POITEM03023,PO00917,PROD034,63,553.63
POITEM03024,PO00918,PROD231,253,543.19
POITEM03025,PO00918,PROD422,261,804.99
POITEM03026,PO00918,PROD014,354,234.75
POITEM03027,PO00918,PROD223,238,123.48
POITEM03028,PO00919,PROD050,481,794.2
POITEM03029,PO00919,PROD407,462,628.45
POITEM03030,PO00919,PROD435,172,605.54
POITEM03031,PO00919,PROD201,180,148.93
POITEM03032,PO00920,PROD179,457,282.68
POITEM03033,PO00920,PROD166,134,389.01
