product_id,company_id,name,sku,category,unit_price,supplier_cost,reorder_level,safety_stock,weight,dimensions
PROD392,COMP002,Turbocharger Cartridge v3.8,SKU-AUT-0392-870,Automotive,1608.86,844.63,171,132,32.71,26x31x38 cm
PROD393,COMP006,Precision Voltage Regulator v2.1,SKU-ELE-0393-271,Electronics,663.76,401.11,293,79,17.18,95x54x32 cm
PROD394,COMP005,ABS Wheel Speed Sensor v7.1,SKU-AUT-0394-395,Automotive,1287.33,789.05,397,100,43.29,92x10x8 cm
PROD395,COMP009,Pressure Transmitter Gauge v5.6,SKU-IND-0395-376,Industrial,314.97,236.19,385,120,20.83,91x35x48 cm
PROD396,COMP010,ABS Wheel Speed Sensor v6.3,SKU-AUT-0396-420,Automotive,858.34,471.13,84,23,18.59,72x18x45 cm
PROD397,COMP008,Variable Frequency Drive (VFD) v5.5,SKU-IND-0397-297,Industrial,72.85,41.01,79,75,42.78,86x20x47 cm
PROD398,COMP002,OLED Display Interface v3.7,SKU-ELE-0398-772,Electronics,1174.48,652.23,144,48,31.35,37x42x31 cm
PROD399,COMP002,Biocompatible Tubing Assembly v7.6,SKU-MED-0399-363,Medical,194.51,148.15,81,117,17.58,12x38x54 cm
PROD400,COMP005,Air Flow Sensor Module v2.8,SKU-AUT-0400-305,Automotive,733.96,523.63,301,47,6.6,103x60x15 cm
PROD401,COMP010,ARM Cortex Mainboard v5.2,SKU-ELE-0401-135,Electronics,127.69,73.57,178,134,0.99,68x24x43 cm
PROD402,COMP001,Optocoupler Signal Isolator v5.3,SKU-ELE-0402-816,Electronics,456.95,288.73,51,145,21.59,56x13x36 cm
PROD403,COMP004,Optocoupler Signal Isolator v8.2,SKU-ELE-0403-680,Electronics,964.43,460.82,220,97,18.12,85x16x25 cm
PROD404,COMP009,Pneumatic Control Valve v8.5,SKU-IND-0404-763,Industrial,314.33,182.61,246,68,13.55,54x18x42 cm
PROD405,COMP006,Pulse Oximeter Sensor Module v8.4,SKU-MED-0405-243,Medical,53.91,42.4,353,81,22.09,13x74x43 cm
PROD406,COMP005,Precision Peristaltic Pump v8.1,SKU-MED-0406-137,Medical,455.97,296.65,71,123,5.45,108x71x31 cm
PROD407,COMP009,Turbocharger Cartridge v4.2,SKU-AUT-0407-137,Automotive,1046.72,628.45,59,140,40.84,84x10x17 cm
PROD408,COMP003,High-Power MOSFET Switch v1.5,SKU-ELE-0408-940,Electronics,1109.12,677.22,137,36,36.83,18x19x33 cm
PROD409,COMP010,High-Efficiency HEPA Air Filter v2.4,SKU-CON-0409-536,Consumer Goods,578.39,295.02,397,122,14.69,92x78x36 cm
PROD410,COMP003,Variable Frequency Drive (VFD) v1.3,SKU-IND-0410-443,Industrial,97.05,65.45,262,63,31.38,75x26x30 cm
PROD411,COMP004,Ergonomic Smart Desk Sensor v3.2,SKU-CON-0411-910,Consumer Goods,1278.66,722.17,130,24,39.6,15x5x2 cm
PROD412,COMP003,OLED Display Interface v5.7,SKU-ELE-0412-810,Electronics,1313.15,688.71,114,72,6.57,39x71x30 cm
PROD413,COMP007,Electronic Throttle Body v1.3,SKU-AUT-0413-834,Automotive,887.22,431.16,371,97,15.75,5x76x17 cm
PROD414,COMP004,LiFePO4 BMS Module v2.6,SKU-ELE-0414-983,Electronics,1110.59,649.94,162,138,34.7,89x31x19 cm
PROD415,COMP001,Drive Shaft Universal Joint v3.8,SKU-AUT-0415-609,Automotive,291.45,160.17,72,33,29.07,41x31x29 cm
PROD416,COMP005,Linear Motion Actuator v8.1,SKU-IND-0416-206,Industrial,1288.06,632.6,140,60,35.38,67x70x9 cm
PROD417,COMP002,Air Flow Sensor Module v6.7,SKU-AUT-0417-303,Automotive,1285.07,638.19,167,48,14.78,17x35x49 cm
PROD418,COMP007,High-Intensity LED Headlight Assembly v4.2,SKU-AUT-0418-582,Automotive,651.35,502.51,273,57,9.85,83x63x13 cm
PROD419,COMP007,High-Torque Servo Motor v8.4,SKU-IND-0419-747,Industrial,462.74,312.82,221,52,1.59,77x12x19 cm
PROD420,COMP003,ARM Cortex Mainboard v8.7,SKU-ELE-0420-275,Electronics,932.93,649.28,201,60,35.56,86x26x38 cm
PROD421,COMP009,Drive Shaft Universal Joint v7.9,SKU-AUT-0421-600,Automotive,1053.38,734.59,292,138,12.67,98x59x49 cm
PROD422,COMP004,Transmission Solenoid Valve v7.4,SKU-AUT-0422-705,Automotive,1631.47,804.99,52,126,44.11,10x65x48 cm
PROD423,COMP009,Optocoupler Signal Isolator v9.7,SKU-ELE-0423-590,Electronics,1272.27,690.64,100,135,22.36,15x76x50 cm
PROD424,COMP001,Diagnostic Ultrasound Transducer v3.6,SKU-MED-0424-402,Medical,446.5,212.71,58,142,30.16,25x63x56 cm
PROD425,COMP010,Ergonomic Smart Desk Sensor v8.8,SKU-CON-0425-890,Consumer Goods,237.61,128.6,144,114,28.26,95x5x57 cm
PROD426,COMP002,Infusion Drip Rate Monitor v9.1,SKU-MED-0426-403,Medical,546.15,369.19,363,73,35.48,15x47x49 cm
PROD427,COMP001,Modular LED Light Strip v1.2,SKU-CON-0427-492,Consumer Goods,566.06,318.68,237,113,8.01,76x13x37 cm
PROD428,COMP004,Transmission Solenoid Valve v4.9,SKU-AUT-0428-216,Automotive,1043.62,556.07,347,73,33.93,102x33x22 cm
PROD429,COMP006,Thermal Imaging Sensor v7.5,SKU-IND-0429-155,Industrial,101.2,65.57,298,148,23.77,20x65x47 cm
PROD430,COMP009,Smart Home Gateway Hub v8.6,SKU-CON-0430-919,Consumer Goods,1060.12,576.39,83,68,40.15,63x16x7 cm
PROD431,COMP007,Hydraulic Power Steering Pump v2.2,SKU-AUT-0431-268,Automotive,448.84,243.6,304,58,39.39,71x7x20 cm
PROD432,COMP007,Stainless Steel Enclosure Shell v8.6,SKU-CON-0432-530,Consumer Goods,690.84,384.23,199,68,2.97,116x34x55 cm
PROD433,COMP009,Pressure Transmitter Gauge v6.6,SKU-IND-0433-597,Industrial,938.56,509.44,330,133,20.69,77x21x59 cm
PROD434,COMP005,Hydraulic Power Steering Pump v4.8,SKU-AUT-0434-480,Automotive,1571.95,825.48,74,57,15.99,63x26x41 cm
PROD435,COMP003,Smart Home Gateway Hub v3.3,SKU-CON-0435-959,Consumer Goods,1222.59,605.54,128,61,10.82,10x45x38 cm
PROD436,COMP003,Biocompatible Tubing Assembly v6.3,SKU-MED-0436-310,Medical,618.73,483.58,212,108,6.79,62x74x12 cm
PROD437,COMP009,Pneumatic Control Valve v1.7,SKU-IND-0437-611,Industrial,1348.75,656.13,213,59,0.34,99x74x34 cm
PROD438,COMP006,Programmable Logic Controller (PLC) v5.3,SKU-IND-0438-918,Industrial,981.89,485.88,276,106,31.06,98x66x59 cm
PROD439,COMP001,ABS Wheel Speed Sensor v2.5,SKU-AUT-0439-125,Automotive,685.44,348.87,278,111,4.3,12x29x39 cm
PROD440,COMP009,Hydraulic Power Steering Pump v4.1,SKU-AUT-0440-185,Automotive,754.74,463.42,393,42,43.92,55x29x33 cm
PROD441,COMP006,Ruggedized Product Chassis v9.1,SKU-CON-0441-782,Consumer Goods,433.21,314.89,268,114,17.47,6x41x24 cm
PROD442,COMP006,Programmable Logic Controller (PLC) v9.2,SKU-IND-0442-320,Industrial,1012.49,622.08,262,133,13.1,108x59x48 cm
PROD443,COMP007,Turbocharger Cartridge v2.3,SKU-AUT-0443-312,Automotive,556.93,266.46,318,105,3.12,80x53x7 cm
PROD444,COMP001,Biocompatible Tubing Assembly v7.3,SKU-MED-0444-669,Medical,692.28,399.53,120,71,8.49,53x42x37 cm
PROD445,COMP008,Precision Voltage Regulator v5.8,SKU-ELE-0445-672,Electronics,910.8,632.13,51,59,11.93,86x65x9 cm
PROD446,COMP005,Surgical Grade Titanium Valve v8.4,SKU-MED-0446-129,Medical,167.07,112.46,84,112,26.21,77x60x57 cm
PROD447,COMP005,Pulse Oximeter Sensor Module v6.9,SKU-MED-0447-850,Medical,972.98,494.28,133,34,6.7,64x22x24 cm
PROD448,COMP003,Precision Voltage Regulator v6.7,SKU-ELE-0448-751,Electronics,1205.41,776.39,198,94,23.9,14x70x14 cm
PROD449,COMP003,OLED Display Interface v3.9,SKU-ELE-0449-430,Electronics,1451.26,743.17,400,97,12.32,94x51x8 cm
PROD450,COMP009,Modular LED Light Strip v3.1,SKU-CON-0450-240,Consumer Goods,699.65,446.47,298,125,15.41,25x18x15 cm
PROD451,COMP003,High-Efficiency HEPA Air Filter v4.9,SKU-CON-0451-728,Consumer Goods,1215.34,590.08,322,49,18.87,14x19x54 cm
PROD452,COMP003,ARM Cortex Mainboard v6.5,SKU-ELE-0452-807,Electronics,614.75,316.15,355,107,7.87,43x8x49 cm
PROD453,COMP002,Electronic Throttle Body v3.4,SKU-AUT-0453-414,Automotive,159.85,117.48,90,128,31.13,105x19x6 cm
PROD454,COMP001,Electrocardiogram Signal Amplifier v1.4,SKU-MED-0454-210,Medical,72.36,39.96,353,35,21.19,37x10x6 cm
PROD455,COMP005,FPGA Accelerator Board v2.4,SKU-ELE-0455-701,Electronics,1079.54,767.23,229,27,4.22,113x40x39 cm
PROD456,COMP006,High-Torque Servo Motor v9.4,SKU-IND-0456-617,Industrial,653.87,490.07,346,23,23.87,96x29x20 cm
PROD457,COMP003,Ergonomic Smart Desk Sensor v2.4,SKU-CON-0457-616,Consumer Goods,1199.55,725.46,351,67,19.87,18x28x55 cm
PROD458,COMP006,Electrocardiogram Signal Amplifier v4.9,SKU-MED-0458-333,Medical,671.32,353.85,210,51,21.05,71x22x33 cm
PROD459,COMP006,Thermal Imaging Sensor v1.2,SKU-IND-0459-435,Industrial,671.8,425.98,283,99,30.96,112x61x16 cm
PROD460,COMP009,Biocompatible Tubing Assembly v7.4,SKU-MED-0460-977,Medical,139.11,70.8,293,114,8.19,91x67x45 cm
PROD461,COMP002,Prosthetic Articulating Joint v9.2,SKU-MED-0461-222,Medical,210.86,132.57,352,46,33.4,119x26x6 cm
PROD462,COMP006,Transmission Solenoid Valve v4.7,SKU-AUT-0462-225,Automotive,334.33,207.53,305,91,34.45,103x79x39 cm
PROD463,COMP005,Infusion Drip Rate Monitor v8.7,SKU-MED-0463-596,Medical,606.23,440.81,282,47,5.63,67x68x16 cm
PROD464,COMP003,FPGA Accelerator Board v1.2,SKU-ELE-0464-610,Electronics,1205.08,580.41,245,103,7.0,84x17x50 cm
PROD465,COMP002,Acoustic Noise-Canceling Core v8.4,SKU-CON-0465-400,Consumer Goods,945.03,567.0,183,107,36.46,74x74x3 cm
PROD466,COMP001,Pulse Oximeter Sensor Module v7.8,SKU-MED-0466-422,Medical,1181.87,726.78,68,28,8.08,89x43x58 cm
PROD467,COMP003,Electrocardiogram Signal Amplifier v3.5,SKU-MED-0467-832,Medical,642.67,338.35,341,145,29.75,92x74x38 cm
PROD468,COMP008,Precision Peristaltic Pump v3.9,SKU-MED-0468-157,Medical,568.43,340.28,243,110,34.53,41x46x5 cm
PROD469,COMP001,Ergonomic Smart Desk Sensor v3.6,SKU-CON-0469-457,Consumer Goods,1205.87,690.5,370,107,17.22,59x49x24 cm
PROD470,COMP007,Hydraulic Cylinder Assembly v4.4,SKU-IND-0470-340,Industrial,973.75,555.27,83,98,5.28,26x7x36 cm
PROD471,COMP006,ARM Cortex Mainboard v7.9,SKU-ELE-0471-531,Electronics,434.22,235.79,351,25,44.36,53x78x26 cm
PROD472,COMP006,Rechargeable Lithium Battery Pack v8.2,SKU-CON-0472-807,Consumer Goods,887.42,577.91,307,106,7.62,43x51x29 cm
PROD473,COMP004,Pulse Oximeter Sensor Module v9.4,SKU-MED-0473-394,Medical,352.49,234.57,343,122,36.24,84x16x47 cm
PROD474,COMP010,OLED Display Interface v6.5,SKU-ELE-0474-168,Electronics,828.38,486.88,268,73,15.73,14x43x34 cm
PROD475,COMP005,Precision Peristaltic Pump v6.4,SKU-MED-0475-524,Medical,622.41,349.43,282,66,39.66,85x71x57 cm
PROD476,COMP003,Acoustic Noise-Canceling Core v4.8,SKU-CON-0476-374,Consumer Goods,1357.77,797.37,364,131,42.07,98x12x35 cm
PROD477,COMP004,Programmable Logic Controller (PLC) v3.4,SKU-IND-0477-254,Industrial,1211.96,637.64,272,125,14.44,111x13x42 cm
PROD478,COMP004,Biocompatible Tubing Assembly v5.3,SKU-MED-0478-362,Medical,852.64,587.74,172,49,6.88,8x36x53 cm
PROD479,COMP005,Prosthetic Articulating Joint v9.7,SKU-MED-0479-532,Medical,710.31,554.3,131,89,6.27,38x40x44 cm
PROD480,COMP009,Heavy-Duty Braking Rotor v8.1,SKU-AUT-0480-156,Automotive,967.75,732.4,358,96,39.04,120x57x59 cm
PROD481,COMP006,Optocoupler Signal Isolator v3.4,SKU-ELE-0481-214,Electronics,822.01,490.69,111,84,22.42,16x35x40 cm
PROD482,COMP002,Heavy Duty Conveyor Bearing v7.4,SKU-IND-0482-533,Industrial,261.56,195.08,159,90,19.86,37x80x5 cm
PROD483,COMP008,Modular LED Light Strip v2.6,SKU-CON-0483-658,Consumer Goods,672.5,367.42,192,57,16.43,96x52x54 cm
PROD484,COMP005,OLED Display Interface v1.1,SKU-ELE-0484-807,Electronics,1421.85,780.87,179,118,14.02,94x51x59 cm
PROD485,COMP002,High-Efficiency HEPA Air Filter v8.7,SKU-CON-0485-108,Consumer Goods,1226.75,774.45,180,97,4.2,110x35x21 cm
PROD486,COMP004,Air Flow Sensor Module v6.7,SKU-AUT-0486-908,Automotive,81.21,40.88,301,140,33.2,112x47x47 cm
PROD487,COMP007,High-Power MOSFET Switch v5.9,SKU-ELE-0487-167,Electronics,541.19,307.18,330,103,20.48,8x11x43 cm
PROD488,COMP003,Surgical Grade Titanium Valve v1.7,SKU-MED-0488-304,Medical,817.03,538.7,92,48,7.23,71x21x56 cm
PROD489,COMP010,Infusion Drip Rate Monitor v8.8,SKU-MED-0489-994,Medical,924.46,628.21,353,103,36.01,30x15x28 cm
PROD490,COMP006,High-Intensity LED Headlight Assembly v7.4,SKU-AUT-0490-121,Automotive,1641.02,806.54,381,78,40.82,64x30x18 cm
PROD491,COMP003,Optocoupler Signal Isolator v7.5,SKU-ELE-0491-252,Electronics,136.1,87.09,340,50,0.78,72x60x51 cm
PROD492,COMP008,Pulse Oximeter Sensor Module v4.4,SKU-MED-0492-295,Medical,1562.48,804.82,186,93,33.63,53x21x29 cm
PROD493,COMP004,High-Efficiency HEPA Air Filter v5.4,SKU-CON-0493-528,Consumer Goods,314.62,163.56,64,94,43.93,35x62x60 cm
PROD494,COMP004,Linear Motion Actuator v8.2,SKU-IND-0494-110,Industrial,806.62,405.19,253,74,32.14,95x59x49 cm
PROD495,COMP010,Pneumatic Control Valve v2.9,SKU-IND-0495-160,Industrial,114.6,56.14,291,110,44.85,90x10x2 cm
PROD496,COMP005,Ruggedized Product Chassis v7.5,SKU-CON-0496-504,Consumer Goods,782.95,574.68,336,30,26.18,38x26x34 cm
PROD497,COMP008,Programmable Logic Controller (PLC) v3.2,SKU-IND-0497-424,Industrial,982.67,607.34,183,49,14.2,21x68x57 cm
PROD498,COMP005,Pressure Transmitter Gauge v5.5,SKU-IND-0498-727,Industrial,1441.23,707.28,314,100,19.69,26x45x49 cm
PROD499,COMP008,ABS Wheel Speed Sensor v8.1,SKU-AUT-0499-293,Automotive,197.97,136.97,68,140,11.82,95x64x29 cm
PROD500,COMP002,Sterile Fluid Delivery Pump v8.6,SKU-MED-0500-826,Medical,790.4,482.22,107,57,5.7,16x31x57 cm
