shipment_item_id,shipment_id,product_id,quantity
SHIPITEM04958,SHIP01651,PROD076,138
SHIPITEM04959,SHIP01651,PROD312,104
SHIPITEM04960,SHIP01651,PROD154,114
SHIPITEM04961,SHIP01652,PROD445,19
SHIPITEM04962,SHIP01652,PROD437,8
SHIPITEM04963,SHIP01652,PROD228,117
SHIPITEM04964,SHIP01653,PROD415,8
SHIPITEM04965,SHIP01653,PROD007,111
SHIPITEM04966,SHIP01654,PROD468,100
SHIPITEM04967,SHIP01654,PROD098,99
SHIPITEM04968,SHIP01654,PROD059,115
SHIPITEM04969,SHIP01655,PROD059,55
SHIPITEM04970,SHIP01655,PROD451,99
SHIPITEM04971,SHIP01655,PROD211,45
SHIPITEM04972,SHIP01656,PROD497,12
SHIPITEM04973,SHIP01656,PROD400,120
SHIPITEM04974,SHIP01656,PROD182,116
SHIPITEM04975,SHIP01657,PROD296,86
SHIPITEM04976,SHIP01657,PROD050,100
SHIPITEM04977,SHIP01658,PROD239,97
SHIPITEM04978,SHIP01658,PROD252,35
SHIPITEM04979,SHIP01658,PROD484,83
SHIPITEM04980,SHIP01659,PROD255,80
SHIPITEM04981,SHIP01659,PROD381,42
SHIPITEM04982,SHIP01660,PROD099,125
SHIPITEM04983,SHIP01660,PROD400,59
SHIPITEM04984,SHIP01661,PROD155,66
SHIPITEM04985,SHIP01661,PROD165,50
SHIPITEM04986,SHIP01661,PROD096,67
SHIPITEM04987,SHIP01662,PROD148,13
SHIPITEM04988,SHIP01662,PROD069,72
SHIPITEM04989,SHIP01663,PROD368,61
SHIPITEM04990,SHIP01663,PROD294,135
SHIPITEM04991,SHIP01663,PROD168,79
SHIPITEM04992,SHIP01664,PROD354,110
SHIPITEM04993,SHIP01664,PROD262,115
SHIPITEM04994,SHIP01664,PROD156,7
SHIPITEM04995,SHIP01665,PROD333,58
SHIPITEM04996,SHIP01665,PROD138,60
SHIPITEM04997,SHIP01665,PROD306,64
SHIPITEM04998,SHIP01665,PROD027,29
SHIPITEM04999,SHIP01666,PROD019,96
SHIPITEM05000,SHIP01666,PROD465,126
SHIPITEM05001,SHIP01667,PROD231,27
SHIPITEM05002,SHIP01667,PROD104,23
SHIPITEM05003,SHIP01668,PROD442,49
SHIPITEM05004,SHIP01668,PROD496,65
SHIPITEM05005,SHIP01668,PROD212,133
SHIPITEM05006,SHIP01668,PROD351,114
SHIPITEM05007,SHIP01669,PROD485,101
SHIPITEM05008,SHIP01669,PROD014,24
SHIPITEM05009,SHIP01669,PROD404,133
SHIPITEM05010,SHIP01669,PROD050,19
SHIPITEM05011,SHIP01670,PROD225,75
SHIPITEM05012,SHIP01670,PROD416,45
SHIPITEM05013,SHIP01670,PROD298,106
SHIPITEM05014,SHIP01670,PROD390,59
SHIPITEM05015,SHIP01671,PROD182,131
SHIPITEM05016,SHIP01671,PROD151,96
SHIPITEM05017,SHIP01672,PROD267,45
SHIPITEM05018,SHIP01672,PROD116,52
SHIPITEM05019,SHIP01673,PROD415,134
SHIPITEM05020,SHIP01673,PROD281,6
SHIPITEM05021,SHIP01673,PROD458,22
SHIPITEM05022,SHIP01673,PROD035,149
SHIPITEM05023,SHIP01673,PROD084,26
SHIPITEM05024,SHIP01674,PROD295,139
SHIPITEM05025,SHIP01674,PROD432,52
SHIPITEM05026,SHIP01674,PROD353,129
SHIPITEM05027,SHIP01675,PROD303,108
SHIPITEM05028,SHIP01675,PROD173,132
SHIPITEM05029,SHIP01676,PROD419,25
SHIPITEM05030,SHIP01676,PROD204,120
SHIPITEM05031,SHIP01676,PROD224,130
SHIPITEM05032,SHIP01676,PROD063,77
SHIPITEM05033,SHIP01676,PROD080,71
SHIPITEM05034,SHIP01677,PROD231,128
SHIPITEM05035,SHIP01677,PROD147,90
SHIPITEM05036,SHIP01677,PROD110,140
SHIPITEM05037,SHIP01677,PROD486,52
SHIPITEM05038,SHIP01678,PROD075,34
SHIPITEM05039,SHIP01678,PROD474,134
SHIPITEM05040,SHIP01678,PROD276,8
SHIPITEM05041,SHIP01679,PROD352,74
SHIPITEM05042,SHIP01679,PROD188,75
SHIPITEM05043,SHIP01679,PROD181,86
SHIPITEM05044,SHIP01679,PROD258,119
SHIPITEM05045,SHIP01680,PROD135,13
SHIPITEM05046,SHIP01681,PROD476,55
SHIPITEM05047,SHIP01681,PROD293,32
SHIPITEM05048,SHIP01681,PROD043,15
SHIPITEM05049,SHIP01682,PROD256,84
SHIPITEM05050,SHIP01683,PROD222,87
SHIPITEM05051,SHIP01683,PROD129,76
SHIPITEM05052,SHIP01684,PROD029,50
SHIPITEM05053,SHIP01684,PROD122,113
SHIPITEM05054,SHIP01684,PROD271,86
SHIPITEM05055,SHIP01685,PROD231,38
SHIPITEM05056,SHIP01685,PROD095,108
SHIPITEM05057,SHIP01686,PROD463,94
SHIPITEM05058,SHIP01686,PROD336,36
SHIPITEM05059,SHIP01686,PROD491,22
SHIPITEM05060,SHIP01686,PROD477,60
SHIPITEM05061,SHIP01686,PROD018,26
SHIPITEM05062,SHIP01687,PROD226,30
SHIPITEM05063,SHIP01687,PROD369,94
SHIPITEM05064,SHIP01687,PROD487,146
SHIPITEM05065,SHIP01687,PROD222,70
SHIPITEM05066,SHIP01688,PROD466,143
SHIPITEM05067,SHIP01688,PROD478,126
SHIPITEM05068,SHIP01689,PROD123,148
SHIPITEM05069,SHIP01689,PROD062,89
SHIPITEM05070,SHIP01690,PROD388,128
SHIPITEM05071,SHIP01690,PROD112,94
SHIPITEM05072,SHIP01690,PROD088,130
SHIPITEM05073,SHIP01691,PROD227,35
SHIPITEM05074,SHIP01692,PROD138,99
SHIPITEM05075,SHIP01692,PROD424,83
SHIPITEM05076,SHIP01692,PROD274,63
SHIPITEM05077,SHIP01693,PROD137,32
SHIPITEM05078,SHIP01693,PROD267,148
SHIPITEM05079,SHIP01693,PROD433,123
SHIPITEM05080,SHIP01693,PROD490,53
SHIPITEM05081,SHIP01694,PROD161,127
SHIPITEM05082,SHIP01694,PROD070,115
SHIPITEM05083,SHIP01695,PROD336,145
SHIPITEM05084,SHIP01695,PROD442,86
SHIPITEM05085,SHIP01695,PROD385,36
SHIPITEM05086,SHIP01695,PROD200,44
SHIPITEM05087,SHIP01696,PROD277,43
SHIPITEM05088,SHIP01696,PROD417,120
SHIPITEM05089,SHIP01696,PROD423,77
SHIPITEM05090,SHIP01696,PROD205,46
SHIPITEM05091,SHIP01697,PROD318,40
SHIPITEM05092,SHIP01697,PROD436,136
SHIPITEM05093,SHIP01697,PROD062,25
SHIPITEM05094,SHIP01697,PROD201,32
SHIPITEM05095,SHIP01697,PROD063,32
SHIPITEM05096,SHIP01697,PROD022,30
SHIPITEM05097,SHIP01698,PROD365,132
SHIPITEM05098,SHIP01698,PROD459,144
SHIPITEM05099,SHIP01699,PROD244,17
SHIPITEM05100,SHIP01699,PROD154,100
SHIPITEM05101,SHIP01699,PROD262,39
SHIPITEM05102,SHIP01700,PROD002,16
SHIPITEM05103,SHIP01700,PROD066,132
SHIPITEM05104,SHIP01701,PROD486,25
SHIPITEM05105,SHIP01701,PROD029,111
SHIPITEM05106,SHIP01702,PROD067,21
SHIPITEM05107,SHIP01702,PROD297,18
SHIPITEM05108,SHIP01702,PROD162,120
SHIPITEM05109,SHIP01702,PROD264,127
SHIPITEM05110,SHIP01702,PROD484,33
SHIPITEM05111,SHIP01703,PROD251,70
SHIPITEM05112,SHIP01703,PROD445,21
SHIPITEM05113,SHIP01703,PROD383,108
SHIPITEM05114,SHIP01704,PROD137,145
SHIPITEM05115,SHIP01704,PROD281,139
SHIPITEM05116,SHIP01704,PROD174,143
SHIPITEM05117,SHIP01705,PROD341,78
SHIPITEM05118,SHIP01705,PROD070,92
SHIPITEM05119,SHIP01706,PROD260,79
SHIPITEM05120,SHIP01706,PROD262,95
SHIPITEM05121,SHIP01706,PROD207,61
SHIPITEM05122,SHIP01707,PROD055,111
SHIPITEM05123,SHIP01707,PROD089,89
SHIPITEM05124,SHIP01708,PROD486,118
SHIPITEM05125,SHIP01708,PROD494,65
SHIPITEM05126,SHIP01709,PROD162,74
SHIPITEM05127,SHIP01709,PROD430,28
SHIPITEM05128,SHIP01710,PROD466,27
SHIPITEM05129,SHIP01710,PROD094,25
SHIPITEM05130,SHIP01711,PROD284,137
SHIPITEM05131,SHIP01711,PROD212,99
SHIPITEM05132,SHIP01712,PROD153,92
SHIPITEM05133,SHIP01712,PROD167,111
SHIPITEM05134,SHIP01712,PROD494,130
SHIPITEM05135,SHIP01712,PROD492,129
SHIPITEM05136,SHIP01712,PROD270,21
SHIPITEM05137,SHIP01713,PROD429,146
SHIPITEM05138,SHIP01713,PROD384,51
SHIPITEM05139,SHIP01714,PROD091,82
SHIPITEM05140,SHIP01715,PROD272,126
SHIPITEM05141,SHIP01715,PROD448,7
SHIPITEM05142,SHIP01715,PROD267,9
SHIPITEM05143,SHIP01716,PROD108,50
SHIPITEM05144,SHIP01716,PROD202,88
SHIPITEM05145,SHIP01716,PROD094,141
SHIPITEM05146,SHIP01716,PROD244,108
SHIPITEM05147,SHIP01716,PROD472,35
SHIPITEM05148,SHIP01717,PROD132,145
SHIPITEM05149,SHIP01717,PROD006,74
SHIPITEM05150,SHIP01718,PROD133,84
SHIPITEM05151,SHIP01718,PROD080,124
SHIPITEM05152,SHIP01718,PROD212,34
SHIPITEM05153,SHIP01718,PROD059,48
SHIPITEM05154,SHIP01718,PROD178,22
SHIPITEM05155,SHIP01718,PROD324,101
SHIPITEM05156,SHIP01719,PROD323,66
SHIPITEM05157,SHIP01719,PROD099,52
SHIPITEM05158,SHIP01720,PROD444,62
SHIPITEM05159,SHIP01720,PROD331,116
SHIPITEM05160,SHIP01720,PROD347,146
SHIPITEM05161,SHIP01720,PROD314,93
SHIPITEM05162,SHIP01721,PROD146,143
SHIPITEM05163,SHIP01722,PROD326,96
SHIPITEM05164,SHIP01722,PROD431,45
SHIPITEM05165,SHIP01723,PROD130,115
SHIPITEM05166,SHIP01723,PROD349,65
SHIPITEM05167,SHIP01723,PROD192,147
SHIPITEM05168,SHIP01724,PROD201,120
SHIPITEM05169,SHIP01724,PROD032,78
SHIPITEM05170,SHIP01725,PROD497,138
SHIPITEM05171,SHIP01725,PROD313,36
SHIPITEM05172,SHIP01726,PROD100,114
SHIPITEM05173,SHIP01726,PROD406,18
SHIPITEM05174,SHIP01726,PROD312,84
SHIPITEM05175,SHIP01727,PROD004,79
SHIPITEM05176,SHIP01728,PROD493,100
SHIPITEM05177,SHIP01728,PROD285,137
SHIPITEM05178,SHIP01728,PROD134,58
SHIPITEM05179,SHIP01728,PROD202,56
SHIPITEM05180,SHIP01729,PROD048,97
SHIPITEM05181,SHIP01729,PROD230,54
SHIPITEM05182,SHIP01729,PROD474,134
SHIPITEM05183,SHIP01729,PROD222,74
SHIPITEM05184,SHIP01729,PROD281,74
SHIPITEM05185,SHIP01729,PROD401,10
SHIPITEM05186,SHIP01729,PROD365,138
SHIPITEM05187,SHIP01730,PROD498,125
SHIPITEM05188,SHIP01730,PROD076,120
SHIPITEM05189,SHIP01731,PROD255,23
SHIPITEM05190,SHIP01731,PROD500,81
SHIPITEM05191,SHIP01731,PROD235,5
SHIPITEM05192,SHIP01731,PROD382,11
SHIPITEM05193,SHIP01731,PROD496,77
SHIPITEM05194,SHIP01732,PROD271,143
SHIPITEM05195,SHIP01732,PROD255,30
SHIPITEM05196,SHIP01733,PROD261,139
SHIPITEM05197,SHIP01734,PROD139,98
SHIPITEM05198,SHIP01735,PROD461,13
SHIPITEM05199,SHIP01735,PROD085,28
SHIPITEM05200,SHIP01736,PROD087,88
SHIPITEM05201,SHIP01736,PROD397,69
SHIPITEM05202,SHIP01736,PROD352,148
SHIPITEM05203,SHIP01737,PROD375,40
SHIPITEM05204,SHIP01737,PROD483,33
SHIPITEM05205,SHIP01737,PROD469,98
SHIPITEM05206,SHIP01737,PROD042,84
SHIPITEM05207,SHIP01738,PROD288,126
SHIPITEM05208,SHIP01738,PROD055,150
SHIPITEM05209,SHIP01739,PROD216,16
SHIPITEM05210,SHIP01739,PROD465,30
SHIPITEM05211,SHIP01739,PROD304,124
SHIPITEM05212,SHIP01740,PROD330,89
SHIPITEM05213,SHIP01740,PROD027,63
SHIPITEM05214,SHIP01741,PROD064,65
SHIPITEM05215,SHIP01741,PROD307,102
SHIPITEM05216,SHIP01741,PROD325,63
SHIPITEM05217,SHIP01742,PROD413,109
SHIPITEM05218,SHIP01742,PROD404,91
SHIPITEM05219,SHIP01743,PROD462,60
SHIPITEM05220,SHIP01743,PROD463,109
SHIPITEM05221,SHIP01744,PROD366,19
SHIPITEM05222,SHIP01744,PROD358,93
SHIPITEM05223,SHIP01745,PROD302,47
SHIPITEM05224,SHIP01745,PROD021,106
SHIPITEM05225,SHIP01745,PROD401,126
SHIPITEM05226,SHIP01746,PROD402,75
SHIPITEM05227,SHIP01746,PROD429,7
SHIPITEM05228,SHIP01747,PROD030,68
SHIPITEM05229,SHIP01747,PROD260,11
SHIPITEM05230,SHIP01748,PROD025,122
SHIPITEM05231,SHIP01748,PROD008,70
SHIPITEM05232,SHIP01748,PROD381,20
SHIPITEM05233,SHIP01748,PROD250,125
SHIPITEM05234,SHIP01749,PROD389,71
SHIPITEM05235,SHIP01749,PROD196,43
SHIPITEM05236,SHIP01749,PROD139,85
SHIPITEM05237,SHIP01750,PROD127,141
SHIPITEM05238,SHIP01750,PROD130,133
SHIPITEM05239,SHIP01751,PROD280,6
SHIPITEM05240,SHIP01751,PROD031,37
SHIPITEM05241,SHIP01752,PROD217,97
SHIPITEM05242,SHIP01752,PROD141,56
SHIPITEM05243,SHIP01752,PROD200,22
SHIPITEM05244,SHIP01753,PROD456,112
SHIPITEM05245,SHIP01753,PROD316,39
SHIPITEM05246,SHIP01753,PROD174,126
SHIPITEM05247,SHIP01753,PROD290,72
SHIPITEM05248,SHIP01754,PROD483,36
SHIPITEM05249,SHIP01755,PROD124,78
SHIPITEM05250,SHIP01756,PROD124,92
SHIPITEM05251,SHIP01756,PROD237,52
SHIPITEM05252,SHIP01757,PROD192,63
SHIPITEM05253,SHIP01757,PROD245,21
SHIPITEM05254,SHIP01757,PROD183,102
SHIPITEM05255,SHIP01758,PROD135,64
SHIPITEM05256,SHIP01758,PROD195,65
SHIPITEM05257,SHIP01758,PROD283,37
SHIPITEM05258,SHIP01759,PROD492,76
SHIPITEM05259,SHIP01759,PROD112,139
SHIPITEM05260,SHIP01759,PROD319,31
SHIPITEM05261,SHIP01759,PROD257,35
SHIPITEM05262,SHIP01760,PROD061,128
SHIPITEM05263,SHIP01760,PROD090,83
SHIPITEM05264,SHIP01760,PROD410,137
SHIPITEM05265,SHIP01760,PROD167,35
SHIPITEM05266,SHIP01761,PROD158,18
SHIPITEM05267,SHIP01761,PROD222,101
SHIPITEM05268,SHIP01762,PROD321,6
SHIPITEM05269,SHIP01762,PROD269,139
SHIPITEM05270,SHIP01763,PROD397,68
SHIPITEM05271,SHIP01763,PROD201,106
SHIPITEM05272,SHIP01763,PROD002,18
SHIPITEM05273,SHIP01764,PROD382,59
SHIPITEM05274,SHIP01764,PROD133,91
SHIPITEM05275,SHIP01764,PROD296,6
SHIPITEM05276,SHIP01764,PROD393,107
SHIPITEM05277,SHIP01765,PROD482,135
SHIPITEM05278,SHIP01765,PROD105,39
SHIPITEM05279,SHIP01766,PROD123,91
SHIPITEM05280,SHIP01766,PROD154,120
SHIPITEM05281,SHIP01766,PROD287,112
SHIPITEM05282,SHIP01766,PROD397,147
SHIPITEM05283,SHIP01766,PROD221,33
SHIPITEM05284,SHIP01767,PROD084,5
SHIPITEM05285,SHIP01767,PROD133,30
SHIPITEM05286,SHIP01768,PROD043,87
SHIPITEM05287,SHIP01768,PROD164,83
SHIPITEM05288,SHIP01768,PROD314,58
SHIPITEM05289,SHIP01769,PROD209,7
SHIPITEM05290,SHIP01769,PROD251,6
SHIPITEM05291,SHIP01769,PROD129,78
SHIPITEM05292,SHIP01770,PROD281,77
SHIPITEM05293,SHIP01770,PROD052,22
SHIPITEM05294,SHIP01770,PROD445,34
SHIPITEM05295,SHIP01771,PROD475,62
SHIPITEM05296,SHIP01771,PROD431,112
SHIPITEM05297,SHIP01772,PROD442,72
SHIPITEM05298,SHIP01772,PROD119,15
SHIPITEM05299,SHIP01773,PROD019,123
SHIPITEM05300,SHIP01773,PROD024,52
SHIPITEM05301,SHIP01773,PROD179,64
SHIPITEM05302,SHIP01774,PROD500,34
SHIPITEM05303,SHIP01774,PROD290,134
SHIPITEM05304,SHIP01775,PROD249,111
SHIPITEM05305,SHIP01775,PROD061,145
SHIPITEM05306,SHIP01775,PROD215,21
SHIPITEM05307,SHIP01775,PROD071,124
SHIPITEM05308,SHIP01775,PROD307,90
SHIPITEM05309,SHIP01776,PROD151,38
SHIPITEM05310,SHIP01776,PROD419,68
SHIPITEM05311,SHIP01777,PROD051,60
SHIPITEM05312,SHIP01777,PROD162,48
SHIPITEM05313,SHIP01777,PROD208,82
SHIPITEM05314,SHIP01777,PROD026,131
SHIPITEM05315,SHIP01777,PROD073,83
SHIPITEM05316,SHIP01778,PROD497,150
SHIPITEM05317,SHIP01779,PROD180,23
SHIPITEM05318,SHIP01779,PROD182,63
SHIPITEM05319,SHIP01779,PROD378,124
SHIPITEM05320,SHIP01780,PROD414,122
SHIPITEM05321,SHIP01780,PROD378,143
SHIPITEM05322,SHIP01780,PROD298,9
SHIPITEM05323,SHIP01780,PROD232,148
SHIPITEM05324,SHIP01781,PROD235,62
SHIPITEM05325,SHIP01781,PROD263,60
SHIPITEM05326,SHIP01781,PROD215,116
SHIPITEM05327,SHIP01781,PROD458,61
SHIPITEM05328,SHIP01781,PROD242,82
SHIPITEM05329,SHIP01781,PROD317,89
SHIPITEM05330,SHIP01781,PROD333,130
SHIPITEM05331,SHIP01781,PROD401,52
SHIPITEM05332,SHIP01782,PROD084,20
SHIPITEM05333,SHIP01782,PROD063,82
SHIPITEM05334,SHIP01783,PROD426,71
SHIPITEM05335,SHIP01783,PROD420,111
SHIPITEM05336,SHIP01784,PROD435,63
SHIPITEM05337,SHIP01785,PROD102,78
SHIPITEM05338,SHIP01786,PROD345,39
SHIPITEM05339,SHIP01786,PROD355,76
SHIPITEM05340,SHIP01787,PROD466,76
SHIPITEM05341,SHIP01788,PROD471,147
SHIPITEM05342,SHIP01789,PROD128,23
SHIPITEM05343,SHIP01789,PROD333,110
SHIPITEM05344,SHIP01789,PROD004,75
SHIPITEM05345,SHIP01790,PROD117,107
SHIPITEM05346,SHIP01790,PROD315,38
SHIPITEM05347,SHIP01790,PROD358,34
SHIPITEM05348,SHIP01790,PROD240,33
SHIPITEM05349,SHIP01791,PROD314,14
SHIPITEM05350,SHIP01792,PROD041,82
SHIPITEM05351,SHIP01792,PROD056,136
SHIPITEM05352,SHIP01793,PROD058,42
SHIPITEM05353,SHIP01793,PROD087,69
SHIPITEM05354,SHIP01793,PROD001,78
SHIPITEM05355,SHIP01793,PROD193,21
SHIPITEM05356,SHIP01794,PROD343,25
SHIPITEM05357,SHIP01794,PROD463,92
SHIPITEM05358,SHIP01794,PROD214,9
SHIPITEM05359,SHIP01794,PROD400,99
SHIPITEM05360,SHIP01794,PROD215,131
SHIPITEM05361,SHIP01794,PROD375,89
SHIPITEM05362,SHIP01794,PROD150,103
SHIPITEM05363,SHIP01795,PROD118,69
SHIPITEM05364,SHIP01796,PROD308,29
SHIPITEM05365,SHIP01796,PROD114,71
SHIPITEM05366,SHIP01796,PROD432,64
SHIPITEM05367,SHIP01797,PROD080,107
SHIPITEM05368,SHIP01797,PROD399,67
SHIPITEM05369,SHIP01797,PROD081,75
SHIPITEM05370,SHIP01797,PROD107,127
SHIPITEM05371,SHIP01797,PROD188,47
SHIPITEM05372,SHIP01798,PROD139,118
SHIPITEM05373,SHIP01798,PROD429,31
SHIPITEM05374,SHIP01799,PROD049,47
SHIPITEM05375,SHIP01799,PROD216,118
SHIPITEM05376,SHIP01799,PROD163,118
SHIPITEM05377,SHIP01799,PROD457,55
SHIPITEM05378,SHIP01800,PROD130,7
SHIPITEM05379,SHIP01800,PROD450,64
SHIPITEM05380,SHIP01801,PROD454,95
SHIPITEM05381,SHIP01801,PROD353,78
SHIPITEM05382,SHIP01801,PROD085,7
SHIPITEM05383,SHIP01802,PROD474,98
SHIPITEM05384,SHIP01802,PROD233,21
SHIPITEM05385,SHIP01802,PROD217,130
SHIPITEM05386,SHIP01803,PROD161,45
SHIPITEM05387,SHIP01803,PROD387,33
SHIPITEM05388,SHIP01803,PROD113,38
SHIPITEM05389,SHIP01804,PROD171,32
SHIPITEM05390,SHIP01804,PROD223,71
SHIPITEM05391,SHIP01804,PROD150,55
SHIPITEM05392,SHIP01804,PROD133,6
SHIPITEM05393,SHIP01805,PROD001,148
SHIPITEM05394,SHIP01805,PROD112,51
SHIPITEM05395,SHIP01806,PROD300,40
SHIPITEM05396,SHIP01806,PROD085,134
SHIPITEM05397,SHIP01807,PROD140,99
SHIPITEM05398,SHIP01807,PROD494,103
SHIPITEM05399,SHIP01807,PROD154,113
SHIPITEM05400,SHIP01808,PROD219,78
SHIPITEM05401,SHIP01808,PROD293,74
SHIPITEM05402,SHIP01808,PROD161,9
SHIPITEM05403,SHIP01808,PROD282,105
SHIPITEM05404,SHIP01808,PROD028,109
SHIPITEM05405,SHIP01809,PROD436,22
SHIPITEM05406,SHIP01809,PROD189,89
SHIPITEM05407,SHIP01810,PROD356,8
SHIPITEM05408,SHIP01810,PROD119,40
SHIPITEM05409,SHIP01810,PROD026,139
SHIPITEM05410,SHIP01811,PROD337,37
SHIPITEM05411,SHIP01812,PROD168,15
SHIPITEM05412,SHIP01812,PROD387,126
SHIPITEM05413,SHIP01812,PROD449,84
SHIPITEM05414,SHIP01813,PROD348,144
SHIPITEM05415,SHIP01813,PROD264,10
SHIPITEM05416,SHIP01813,PROD073,55
SHIPITEM05417,SHIP01814,PROD141,12
SHIPITEM05418,SHIP01814,PROD138,18
SHIPITEM05419,SHIP01815,PROD272,128
SHIPITEM05420,SHIP01816,PROD222,101
SHIPITEM05421,SHIP01816,PROD426,82
SHIPITEM05422,SHIP01816,PROD132,82
SHIPITEM05423,SHIP01817,PROD422,109
SHIPITEM05424,SHIP01817,PROD207,138
SHIPITEM05425,SHIP01818,PROD289,121
SHIPITEM05426,SHIP01818,PROD250,64
SHIPITEM05427,SHIP01818,PROD299,80
SHIPITEM05428,SHIP01818,PROD415,133
SHIPITEM05429,SHIP01819,PROD496,126
SHIPITEM05430,SHIP01819,PROD455,37
SHIPITEM05431,SHIP01819,PROD097,37
SHIPITEM05432,SHIP01819,PROD437,56
SHIPITEM05433,SHIP01819,PROD185,26
SHIPITEM05434,SHIP01820,PROD185,122
SHIPITEM05435,SHIP01820,PROD353,78
SHIPITEM05436,SHIP01821,PROD272,14
SHIPITEM05437,SHIP01821,PROD062,24
SHIPITEM05438,SHIP01821,PROD013,99
SHIPITEM05439,SHIP01822,PROD092,127
SHIPITEM05440,SHIP01822,PROD134,150
SHIPITEM05441,SHIP01822,PROD191,143
SHIPITEM05442,SHIP01822,PROD252,73
SHIPITEM05443,SHIP01822,PROD121,135
SHIPITEM05444,SHIP01823,PROD411,62
SHIPITEM05445,SHIP01823,PROD003,48
SHIPITEM05446,SHIP01823,PROD414,137
SHIPITEM05447,SHIP01824,PROD486,103
SHIPITEM05448,SHIP01824,PROD268,22
SHIPITEM05449,SHIP01825,PROD077,39
SHIPITEM05450,SHIP01825,PROD340,100
SHIPITEM05451,SHIP01826,PROD189,97
SHIPITEM05452,SHIP01827,PROD095,39
SHIPITEM05453,SHIP01827,PROD125,107
SHIPITEM05454,SHIP01827,PROD360,14
SHIPITEM05455,SHIP01828,PROD074,140
SHIPITEM05456,SHIP01828,PROD202,138
SHIPITEM05457,SHIP01828,PROD320,57
SHIPITEM05458,SHIP01829,PROD423,25
SHIPITEM05459,SHIP01830,PROD283,14
SHIPITEM05460,SHIP01830,PROD097,112
SHIPITEM05461,SHIP01830,PROD335,25
SHIPITEM05462,SHIP01830,PROD318,137
SHIPITEM05463,SHIP01831,PROD361,117
SHIPITEM05464,SHIP01831,PROD248,135
SHIPITEM05465,SHIP01831,PROD074,94
SHIPITEM05466,SHIP01832,PROD480,58
SHIPITEM05467,SHIP01833,PROD150,73
SHIPITEM05468,SHIP01833,PROD246,105
SHIPITEM05469,SHIP01833,PROD358,125
SHIPITEM05470,SHIP01833,PROD227,64
SHIPITEM05471,SHIP01833,PROD041,57
SHIPITEM05472,SHIP01834,PROD079,67
SHIPITEM05473,SHIP01834,PROD063,118
SHIPITEM05474,SHIP01835,PROD249,34
SHIPITEM05475,SHIP01835,PROD135,116
SHIPITEM05476,SHIP01835,PROD006,78
SHIPITEM05477,SHIP01835,PROD466,127
SHIPITEM05478,SHIP01835,PROD477,73
SHIPITEM05479,SHIP01835,PROD411,66
SHIPITEM05480,SHIP01835,PROD100,71
SHIPITEM05481,SHIP01836,PROD386,119
SHIPITEM05482,SHIP01836,PROD185,114
SHIPITEM05483,SHIP01837,PROD192,29
SHIPITEM05484,SHIP01837,PROD463,135
SHIPITEM05485,SHIP01837,PROD032,107
SHIPITEM05486,SHIP01837,PROD073,71
SHIPITEM05487,SHIP01838,PROD045,82
SHIPITEM05488,SHIP01838,PROD295,34
SHIPITEM05489,SHIP01839,PROD496,11
SHIPITEM05490,SHIP01839,PROD126,145
SHIPITEM05491,SHIP01839,PROD262,94
SHIPITEM05492,SHIP01839,PROD210,82
SHIPITEM05493,SHIP01839,PROD046,7
SHIPITEM05494,SHIP01839,PROD283,62
SHIPITEM05495,SHIP01840,PROD114,99
SHIPITEM05496,SHIP01841,PROD185,51
SHIPITEM05497,SHIP01841,PROD101,7
SHIPITEM05498,SHIP01841,PROD306,88
SHIPITEM05499,SHIP01841,PROD230,110
SHIPITEM05500,SHIP01842,PROD386,80
SHIPITEM05501,SHIP01842,PROD492,40
SHIPITEM05502,SHIP01843,PROD291,111
SHIPITEM05503,SHIP01843,PROD252,123
SHIPITEM05504,SHIP01843,PROD415,17
SHIPITEM05505,SHIP01843,PROD127,119
SHIPITEM05506,SHIP01844,PROD200,10
SHIPITEM05507,SHIP01844,PROD362,30
SHIPITEM05508,SHIP01844,PROD413,26
SHIPITEM05509,SHIP01845,PROD070,45
SHIPITEM05510,SHIP01845,PROD084,68
SHIPITEM05511,SHIP01845,PROD109,95
SHIPITEM05512,SHIP01846,PROD253,71
SHIPITEM05513,SHIP01846,PROD370,86
SHIPITEM05514,SHIP01846,PROD468,58
SHIPITEM05515,SHIP01847,PROD020,104
SHIPITEM05516,SHIP01847,PROD405,126
SHIPITEM05517,SHIP01847,PROD071,84
SHIPITEM05518,SHIP01848,PROD435,61
SHIPITEM05519,SHIP01848,PROD203,135
SHIPITEM05520,SHIP01849,PROD471,52
SHIPITEM05521,SHIP01850,PROD326,41
SHIPITEM05522,SHIP01850,PROD250,76
SHIPITEM05523,SHIP01851,PROD293,17
SHIPITEM05524,SHIP01851,PROD219,102
SHIPITEM05525,SHIP01851,PROD371,18
SHIPITEM05526,SHIP01851,PROD378,122
SHIPITEM05527,SHIP01852,PROD180,12
SHIPITEM05528,SHIP01852,PROD488,122
SHIPITEM05529,SHIP01852,PROD049,22
SHIPITEM05530,SHIP01852,PROD181,20
SHIPITEM05531,SHIP01853,PROD388,99
SHIPITEM05532,SHIP01854,PROD362,98
SHIPITEM05533,SHIP01854,PROD339,56
SHIPITEM05534,SHIP01854,PROD273,44
SHIPITEM05535,SHIP01854,PROD186,20
SHIPITEM05536,SHIP01854,PROD375,48
SHIPITEM05537,SHIP01854,PROD033,147
SHIPITEM05538,SHIP01854,PROD397,63
SHIPITEM05539,SHIP01855,PROD334,7
