sales_order_id,customer_id,status,order_date,required_delivery,total_amount
SO00803,CUST01000,Delivered,2026-03-10,2026-03-13,294712.66
SO00804,CUST00086,Shipped,2026-01-25,2026-02-08,99787.25
SO00805,CUST00818,Cancelled,2026-03-23,2026-03-27,302613.21
SO00806,CUST00477,Processing,2026-02-09,2026-02-19,236045.65
SO00807,CUST00247,Shipped,2026-07-05,2026-07-09,205403.76
SO00808,CUST00630,Delivered,2025-10-23,2025-10-26,151849.07
SO00809,CUST00569,Delivered,2025-11-28,2025-12-11,126271.2
SO00810,CUST00543,Shipped,2025-12-19,2025-12-26,175472.14
SO00811,CUST00931,Delivered,2025-11-13,2025-11-22,4658.64
SO00812,CUST00018,Processing,2026-01-19,2026-02-03,43215.66
SO00813,CUST00916,Pending,2026-03-15,2026-03-24,203274.84
SO00814,CUST00111,Delivered,2025-11-17,2025-11-25,138465.3
SO00815,CUST00310,Processing,2025-09-15,2025-09-26,348376.04
SO00816,CUST00905,Processing,2026-06-18,2026-06-21,12164.7
SO00817,CUST00446,Delivered,2026-01-12,2026-01-21,510672.33
SO00818,CUST00761,Delivered,2025-10-27,2025-11-09,256373.11
SO00819,CUST00151,Packed,2026-03-12,2026-03-25,438642.01
SO00820,CUST00804,Shipped,2025-11-20,2025-11-29,98959.1
SO00821,CUST00862,Delivered,2026-01-31,2026-02-09,178684.03
SO00822,CUST00341,Delivered,2026-02-08,2026-02-18,122632.0
SO00823,CUST00831,Shipped,2026-06-13,2026-06-18,41569.48
SO00824,CUST00503,Delivered,2026-05-20,2026-05-26,192752.91
SO00825,CUST00692,Packed,2025-09-24,2025-10-01,145148.81
SO00826,CUST00652,Pending,2026-02-20,2026-03-07,193039.98
SO00827,CUST00466,Delivered,2025-12-08,2025-12-11,124025.82
SO00828,CUST00196,Packed,2026-05-07,2026-05-17,20419.32
SO00829,CUST00934,Processing,2026-03-04,2026-03-10,136141.48
SO00830,CUST00877,Delivered,2026-02-21,2026-03-01,54703.58
SO00831,CUST00498,Processing,2025-11-03,2025-11-06,331353.12
SO00832,CUST00764,Delivered,2026-04-10,2026-04-19,234456.09
SO00833,CUST00144,Delivered,2025-09-17,2025-09-30,89006.49
SO00834,CUST00409,Shipped,2025-11-07,2025-11-16,78825.21
SO00835,CUST00495,Pending,2025-11-24,2025-12-09,11750.55
SO00836,CUST00805,Shipped,2026-03-06,2026-03-11,190868.85
SO00837,CUST00965,Delivered,2026-05-29,2026-06-08,313818.4
SO00838,CUST00278,Delivered,2025-09-29,2025-10-08,92196.49
SO00839,CUST00246,Delivered,2026-05-22,2026-06-04,288299.46
SO00840,CUST00987,Shipped,2025-09-03,2025-09-09,32857.27
SO00841,CUST00654,Delivered,2026-05-14,2026-05-17,303616.22
SO00842,CUST00248,Processing,2026-07-09,2026-07-22,113355.2
SO00843,CUST00017,Shipped,2026-07-08,2026-07-11,118485.74
SO00844,CUST00023,Pending,2026-02-19,2026-03-03,61072.05
SO00845,CUST00758,Pending,2026-06-24,2026-07-01,306173.52
SO00846,CUST00810,Delivered,2026-07-10,2026-07-24,228291.12
SO00847,CUST00968,Shipped,2026-02-18,2026-02-28,95817.57
SO00848,CUST00737,Shipped,2025-09-23,2025-10-04,112587.12
SO00849,CUST00394,Pending,2026-04-01,2026-04-07,8430.08
SO00850,CUST00597,Delivered,2026-03-14,2026-03-18,71336.37
SO00851,CUST00580,Packed,2026-01-04,2026-01-10,135842.54
SO00852,CUST00547,Pending,2025-12-22,2025-12-28,185468.81
SO00853,CUST00803,Delivered,2026-03-27,2026-04-03,171402.21
SO00854,CUST00897,Processing,2026-05-17,2026-05-26,104981.36
SO00855,CUST00371,Shipped,2026-02-02,2026-02-15,251975.57
SO00856,CUST00017,Delivered,2026-06-05,2026-06-09,127748.86
SO00857,CUST00403,Pending,2026-07-13,2026-07-24,207696.69
SO00858,CUST00320,Shipped,2026-03-29,2026-04-08,60469.05
SO00859,CUST00794,Delivered,2025-09-10,2025-09-15,358992.84
SO00860,CUST00941,Delivered,2026-04-04,2026-04-11,350492.89
SO00861,CUST00085,Shipped,2026-03-23,2026-03-27,136897.58
SO00862,CUST00423,Cancelled,2026-02-25,2026-03-01,235178.58
SO00863,CUST00514,Delivered,2025-09-16,2025-09-21,292769.42
SO00864,CUST00944,Cancelled,2026-01-28,2026-02-07,290319.39
SO00865,CUST00922,Delivered,2025-09-12,2025-09-25,249488.33
SO00866,CUST00703,Delivered,2025-09-20,2025-09-23,31267.38
SO00867,CUST00978,Delivered,2026-07-10,2026-07-14,121405.55
SO00868,CUST00109,Processing,2025-12-02,2025-12-14,227238.71
SO00869,CUST00299,Pending,2025-12-10,2025-12-19,133259.66
SO00870,CUST00793,Packed,2026-02-02,2026-02-14,182573.88
SO00871,CUST00639,Shipped,2025-11-05,2025-11-09,154650.62
SO00872,CUST00168,Processing,2026-07-13,2026-07-19,22678.74
SO00873,CUST00319,Delivered,2025-12-25,2025-12-29,274506.7
SO00874,CUST00893,Delivered,2026-07-18,2026-07-31,127064.43
SO00875,CUST00677,Pending,2025-12-27,2026-01-08,5599.44
SO00876,CUST00251,Delivered,2025-11-25,2025-12-06,147736.92
SO00877,CUST00549,Shipped,2026-05-26,2026-06-06,116689.76
SO00878,CUST00586,Delivered,2026-01-13,2026-01-24,125438.82
SO00879,CUST00453,Packed,2025-09-04,2025-09-16,187551.92
SO00880,CUST00899,Shipped,2026-04-03,2026-04-16,137053.52
SO00881,CUST00387,Processing,2026-05-20,2026-05-23,150432.1
SO00882,CUST00248,Cancelled,2026-05-24,2026-05-28,102325.79
SO00883,CUST00641,Delivered,2025-09-17,2025-09-27,346885.79
SO00884,CUST00442,Shipped,2026-02-27,2026-03-12,201396.75
SO00885,CUST00239,Packed,2025-09-12,2025-09-15,123562.63
SO00886,CUST00071,Shipped,2026-04-23,2026-05-03,308314.86
SO00887,CUST00899,Packed,2025-10-18,2025-11-01,147967.15
SO00888,CUST00553,Shipped,2026-05-23,2026-05-27,174759.15
SO00889,CUST00379,Delivered,2026-06-18,2026-06-24,137310.11
SO00890,CUST00161,Delivered,2026-01-15,2026-01-24,322604.84
SO00891,CUST00842,Shipped,2025-11-03,2025-11-07,74793.83
SO00892,CUST00764,Pending,2025-09-11,2025-09-23,317324.38
SO00893,CUST00565,Delivered,2026-04-12,2026-04-21,157278.58
SO00894,CUST00495,Processing,2025-09-22,2025-09-28,202603.76
SO00895,CUST00476,Shipped,2026-05-13,2026-05-26,390494.8
SO00896,CUST00175,Shipped,2026-06-29,2026-07-14,120879.63
SO00897,CUST00161,Delivered,2026-03-04,2026-03-08,89228.04
SO00898,CUST00640,Delivered,2026-05-28,2026-06-02,284854.38
SO00899,CUST00001,Processing,2026-02-15,2026-02-26,49835.78
SO00900,CUST00171,Pending,2026-01-08,2026-01-22,83612.34
SO00901,CUST00488,Delivered,2026-07-09,2026-07-18,300800.78
SO00902,CUST00883,Shipped,2025-10-29,2025-11-10,96579.57
SO00903,CUST00913,Delivered,2025-09-25,2025-09-28,302832.25
SO00904,CUST00712,Delivered,2025-09-07,2025-09-21,174155.79
SO00905,CUST00232,Packed,2026-04-07,2026-04-18,94978.95
SO00906,CUST00710,Delivered,2026-02-03,2026-02-12,171880.61
SO00907,CUST00912,Pending,2025-11-09,2025-11-18,199520.7
SO00908,CUST00318,Delivered,2025-12-03,2025-12-13,183078.85
SO00909,CUST00610,Cancelled,2025-11-30,2025-12-08,35759.52
SO00910,CUST00635,Processing,2026-03-27,2026-04-04,86926.35
SO00911,CUST00257,Packed,2026-01-07,2026-01-10,486688.13
SO00912,CUST00456,Delivered,2026-03-04,2026-03-11,282813.04
SO00913,CUST00034,Cancelled,2026-06-26,2026-07-10,52296.27
SO00914,CUST00166,Delivered,2026-06-25,2026-07-02,92318.88
SO00915,CUST00110,Pending,2026-01-05,2026-01-17,253342.66
SO00916,CUST00310,Pending,2026-04-15,2026-04-25,131178.25
SO00917,CUST00581,Processing,2026-05-19,2026-05-25,226666.19
SO00918,CUST00908,Delivered,2026-04-20,2026-04-23,95267.84
SO00919,CUST00771,Shipped,2026-07-09,2026-07-15,618068.24
SO00920,CUST00452,Delivered,2025-09-02,2025-09-16,201133.44
SO00921,CUST00180,Pending,2026-06-27,2026-07-11,189792.42
SO00922,CUST00667,Packed,2026-03-21,2026-03-28,120271.6
SO00923,CUST00309,Shipped,2026-04-15,2026-04-24,82242.58
SO00924,CUST00526,Delivered,2026-04-24,2026-04-30,166723.23
SO00925,CUST00322,Delivered,2026-04-29,2026-05-06,229849.33
SO00926,CUST00168,Delivered,2025-10-27,2025-11-10,237227.13
SO00927,CUST00225,Delivered,2025-11-14,2025-11-26,318004.99
SO00928,CUST00999,Packed,2026-04-29,2026-05-04,63090.68
SO00929,CUST00527,Shipped,2026-07-16,2026-07-28,202031.71
SO00930,CUST00571,Processing,2025-11-21,2025-12-01,264806.16
SO00931,CUST00720,Pending,2025-12-14,2025-12-29,115269.56
SO00932,CUST00312,Pending,2026-03-23,2026-03-29,178284.68
SO00933,CUST00177,Delivered,2025-10-19,2025-11-01,192731.16
SO00934,CUST00638,Delivered,2025-10-11,2025-10-26,279670.65
SO00935,CUST00818,Delivered,2026-07-04,2026-07-18,125667.32
SO00936,CUST00920,Processing,2026-04-14,2026-04-26,415594.73
SO00937,CUST00411,Shipped,2025-10-19,2025-11-03,122975.84
SO00938,CUST00680,Delivered,2026-06-25,2026-07-05,111177.11
SO00939,CUST00830,Processing,2025-10-08,2025-10-21,341672.98
SO00940,CUST00773,Processing,2025-12-22,2025-12-26,126439.68
SO00941,CUST00487,Packed,2026-01-08,2026-01-20,218649.19
SO00942,CUST00500,Delivered,2025-10-18,2025-10-28,386765.9
SO00943,CUST00109,Processing,2026-03-13,2026-03-24,59163.9
SO00944,CUST00109,Packed,2026-07-14,2026-07-27,119199.06
SO00945,CUST00104,Delivered,2026-03-07,2026-03-18,367623.25
SO00946,CUST00221,Delivered,2026-06-16,2026-06-29,484790.83
SO00947,CUST00163,Processing,2025-10-05,2025-10-09,81483.18
SO00948,CUST00069,Cancelled,2026-06-28,2026-07-12,224618.97
SO00949,CUST00387,Delivered,2026-02-27,2026-03-05,210676.57
SO00950,CUST00439,Delivered,2026-04-28,2026-05-04,232532.44
SO00951,CUST00447,Delivered,2026-04-19,2026-04-29,33219.81
SO00952,CUST00947,Processing,2025-12-13,2025-12-21,241725.82
SO00953,CUST00075,Delivered,2026-03-27,2026-04-01,369563.2
SO00954,CUST00731,Delivered,2026-02-05,2026-02-16,55764.48
SO00955,CUST00257,Cancelled,2025-10-31,2025-11-06,397932.79
SO00956,CUST00934,Delivered,2025-11-18,2025-11-30,2300.36
SO00957,CUST00147,Delivered,2026-02-18,2026-02-22,49148.25
SO00958,CUST00892,Shipped,2026-07-05,2026-07-17,99971.78
SO00959,CUST00015,Shipped,2025-10-07,2025-10-10,137847.7
SO00960,CUST00699,Delivered,2026-04-09,2026-04-14,185961.84
SO00961,CUST00011,Cancelled,2026-05-05,2026-05-16,125521.49
SO00962,CUST00291,Delivered,2026-03-12,2026-03-26,69533.16
SO00963,CUST00975,Shipped,2026-02-19,2026-03-03,213257.27
SO00964,CUST00495,Delivered,2025-09-28,2025-10-13,200606.19
SO00965,CUST00386,Shipped,2025-09-12,2025-09-21,87010.56
SO00966,CUST00109,Shipped,2026-03-17,2026-03-27,422737.82
SO00967,CUST00324,Delivered,2026-03-09,2026-03-12,489845.09
SO00968,CUST00642,Packed,2026-06-21,2026-06-26,245026.2
SO00969,CUST00319,Processing,2026-01-20,2026-02-03,197611.28
SO00970,CUST00375,Packed,2026-02-13,2026-02-17,104081.45
SO00971,CUST00052,Delivered,2025-11-10,2025-11-15,216722.03
SO00972,CUST00505,Delivered,2026-07-14,2026-07-19,20407.05
SO00973,CUST00138,Shipped,2026-01-21,2026-02-04,9774.45
SO00974,CUST00912,Shipped,2026-06-06,2026-06-19,325697.09
SO00975,CUST00392,Processing,2026-03-28,2026-04-09,83589.16
SO00976,CUST00869,Delivered,2026-03-15,2026-03-26,56028.4
SO00977,CUST00175,Delivered,2026-05-19,2026-05-29,55786.53
SO00978,CUST00274,Shipped,2026-05-01,2026-05-16,71047.18
SO00979,CUST00553,Pending,2026-03-28,2026-04-02,228738.04
SO00980,CUST00650,Shipped,2026-01-23,2026-01-28,126556.7
SO00981,CUST00745,Processing,2025-10-03,2025-10-08,98153.19
SO00982,CUST00973,Shipped,2025-11-08,2025-11-22,132672.88
SO00983,CUST00714,Processing,2025-09-24,2025-10-03,161850.27
SO00984,CUST00528,Delivered,2026-02-03,2026-02-07,73407.23
SO00985,CUST00368,Pending,2026-03-12,2026-03-16,212515.08
SO00986,CUST00475,Cancelled,2026-04-17,2026-04-30,30227.12
SO00987,CUST00662,Packed,2025-09-27,2025-10-04,43932.33
SO00988,CUST00549,Shipped,2026-01-27,2026-02-10,66833.9
SO00989,CUST00826,Delivered,2026-07-14,2026-07-17,262428.48
SO00990,CUST00721,Delivered,2026-05-15,2026-05-23,69682.2
SO00991,CUST00097,Delivered,2026-05-07,2026-05-12,96399.8
SO00992,CUST00110,Processing,2025-11-25,2025-12-01,325389.6
SO00993,CUST00969,Packed,2026-04-05,2026-04-16,34509.23
SO00994,CUST00623,Shipped,2026-01-16,2026-01-27,126658.25
SO00995,CUST00338,Delivered,2025-12-04,2025-12-13,32740.5
SO00996,CUST00039,Delivered,2026-02-25,2026-03-06,155547.58
SO00997,CUST00883,Cancelled,2025-11-14,2025-11-26,69590.98
SO00998,CUST00437,Pending,2026-07-02,2026-07-11,26698.16
SO00999,CUST00579,Delivered,2026-04-11,2026-04-15,103472.4
SO01000,CUST00812,Processing,2025-09-04,2025-09-10,95885.99
SO01001,CUST00010,Delivered,2026-07-12,2026-07-23,20034.53
SO01002,CUST00038,Pending,2026-05-13,2026-05-23,82593.28
SO01003,CUST00458,Delivered,2026-03-05,2026-03-13,195826.4
SO01004,CUST00427,Shipped,2026-03-29,2026-04-12,15895.32
SO01005,CUST00755,Packed,2026-02-20,2026-03-02,8794.0
SO01006,CUST00635,Delivered,2025-09-04,2025-09-16,79367.41
SO01007,CUST00367,Shipped,2025-12-20,2025-12-25,102836.64
SO01008,CUST00746,Delivered,2025-10-20,2025-10-23,4587.51
SO01009,CUST00373,Delivered,2025-09-13,2025-09-24,196185.91
SO01010,CUST00869,Delivered,2026-01-20,2026-01-29,415791.84
SO01011,CUST00669,Delivered,2026-04-17,2026-05-01,148178.64
SO01012,CUST00638,Delivered,2025-10-04,2025-10-07,403484.32
SO01013,CUST00176,Processing,2026-05-28,2026-06-05,229012.84
SO01014,CUST00290,Delivered,2025-10-18,2025-10-28,26654.16
SO01015,CUST00680,Pending,2025-12-29,2026-01-11,175169.96
SO01016,CUST00904,Delivered,2025-12-22,2026-01-04,212501.5
SO01017,CUST00503,Shipped,2026-04-08,2026-04-14,297320.84
SO01018,CUST00520,Shipped,2025-12-14,2025-12-23,105018.95
SO01019,CUST00995,Pending,2026-03-06,2026-03-11,219958.08
SO01020,CUST00961,Pending,2026-01-30,2026-02-05,80513.78
SO01021,CUST00063,Delivered,2026-03-26,2026-04-07,296664.98
SO01022,CUST00395,Delivered,2026-06-13,2026-06-18,171854.33
SO01023,CUST00781,Cancelled,2026-01-05,2026-01-17,47531.22
SO01024,CUST00883,Delivered,2025-10-17,2025-10-27,196517.78
SO01025,CUST00721,Processing,2026-05-10,2026-05-16,193535.91
SO01026,CUST00351,Processing,2026-06-25,2026-07-08,179883.88
SO01027,CUST00592,Delivered,2025-09-21,2025-10-01,83081.79
SO01028,CUST00373,Processing,2025-10-18,2025-10-21,241351.92
SO01029,CUST00789,Delivered,2026-04-08,2026-04-14,343622.74
SO01030,CUST00777,Shipped,2026-02-08,2026-02-14,156551.43
SO01031,CUST00424,Packed,2026-03-06,2026-03-10,64945.32
SO01032,CUST00066,Delivered,2025-10-12,2025-10-19,219415.76
SO01033,CUST00946,Pending,2026-02-17,2026-02-24,53287.27
SO01034,CUST00732,Packed,2026-02-23,2026-03-02,115350.1
SO01035,CUST00582,Processing,2025-11-09,2025-11-19,70727.74
SO01036,CUST00482,Shipped,2025-10-11,2025-10-24,163709.44
SO01037,CUST00623,Delivered,2026-05-08,2026-05-19,243265.52
SO01038,CUST00534,Processing,2025-11-24,2025-12-09,291247.81
SO01039,CUST00879,Packed,2025-09-07,2025-09-21,163509.96
SO01040,CUST00753,Shipped,2026-04-18,2026-04-21,50873.88
SO01041,CUST00974,Shipped,2025-10-15,2025-10-26,163013.88
SO01042,CUST00266,Delivered,2025-10-02,2025-10-05,216453.32
SO01043,CUST00227,Processing,2025-11-24,2025-12-01,139388.09
SO01044,CUST00901,Cancelled,2026-05-16,2026-05-28,252466.02
SO01045,CUST00869,Shipped,2026-05-01,2026-05-11,221227.49
SO01046,CUST00777,Shipped,2026-03-14,2026-03-21,154430.82
SO01047,CUST00368,Delivered,2026-03-27,2026-04-01,171322.05
SO01048,CUST00973,Shipped,2026-03-01,2026-03-09,42599.34
SO01049,CUST00752,Delivered,2026-05-30,2026-06-11,53465.63
SO01050,CUST00954,Packed,2026-04-24,2026-05-07,277166.58
SO01051,CUST00722,Delivered,2025-10-24,2025-10-28,66811.4
SO01052,CUST00825,Delivered,2025-12-16,2025-12-21,67807.88
SO01053,CUST00915,Delivered,2026-04-20,2026-04-29,169861.97
SO01054,CUST00212,Delivered,2025-10-22,2025-11-04,235066.04
SO01055,CUST00097,Processing,2026-02-14,2026-03-01,31912.9
SO01056,CUST00925,Shipped,2026-07-10,2026-07-21,125354.76
SO01057,CUST00491,Pending,2025-09-05,2025-09-13,271091.58
SO01058,CUST00059,Delivered,2026-03-14,2026-03-23,399593.53
SO01059,CUST00160,Processing,2026-01-02,2026-01-17,38182.56
SO01060,CUST00395,Packed,2026-04-08,2026-04-20,176690.34
SO01061,CUST00442,Delivered,2026-06-16,2026-06-21,138053.25
SO01062,CUST00571,Delivered,2025-09-27,2025-10-07,104547.29
SO01063,CUST00922,Shipped,2026-04-01,2026-04-13,14467.74
SO01064,CUST00191,Packed,2025-11-06,2025-11-09,360443.03
SO01065,CUST00499,Pending,2025-11-09,2025-11-24,253077.72
SO01066,CUST00960,Delivered,2026-05-21,2026-05-26,406007.94
SO01067,CUST00507,Delivered,2026-02-19,2026-03-02,277830.54
SO01068,CUST00055,Cancelled,2025-12-29,2026-01-09,290577.47
SO01069,CUST00693,Processing,2026-05-05,2026-05-18,401792.56
SO01070,CUST00454,Delivered,2026-06-22,2026-07-04,233067.77
SO01071,CUST00345,Shipped,2025-11-14,2025-11-19,42871.16
SO01072,CUST00998,Delivered,2026-04-25,2026-04-28,100012.82
SO01073,CUST00156,Shipped,2026-07-17,2026-07-25,23161.95
SO01074,CUST00278,Delivered,2026-05-01,2026-05-16,149475.53
SO01075,CUST00584,Delivered,2026-01-20,2026-01-24,100584.02
SO01076,CUST00555,Delivered,2026-05-28,2026-06-08,78564.52
SO01077,CUST00171,Pending,2026-07-04,2026-07-13,442706.26
SO01078,CUST00642,Processing,2026-02-27,2026-03-07,94081.53
SO01079,CUST00923,Pending,2025-12-08,2025-12-11,117131.7
SO01080,CUST00890,Shipped,2025-11-29,2025-12-09,164915.59
SO01081,CUST00137,Delivered,2025-10-29,2025-11-11,77939.0
SO01082,CUST00645,Shipped,2025-09-21,2025-09-27,401049.52
SO01083,CUST00230,Cancelled,2026-03-16,2026-03-19,206350.32
SO01084,CUST00241,Packed,2025-11-10,2025-11-24,178598.67
SO01085,CUST00750,Delivered,2025-09-04,2025-09-13,93067.45
SO01086,CUST00732,Cancelled,2025-10-04,2025-10-15,133099.8
SO01087,CUST00074,Delivered,2025-12-29,2026-01-02,623101.97
SO01088,CUST00758,Packed,2026-03-13,2026-03-20,13664.88
SO01089,CUST00063,Delivered,2026-04-22,2026-05-03,75520.08
SO01090,CUST00463,Shipped,2026-07-05,2026-07-12,214301.97
SO01091,CUST00334,Delivered,2026-02-11,2026-02-22,459101.47
SO01092,CUST00036,Packed,2025-10-22,2025-10-29,588887.7
SO01093,CUST00862,Delivered,2025-12-31,2026-01-04,66815.44
SO01094,CUST00036,Packed,2025-11-11,2025-11-24,179392.7
SO01095,CUST00757,Delivered,2026-01-09,2026-01-13,103754.52
SO01096,CUST00201,Pending,2026-01-31,2026-02-08,53968.9
SO01097,CUST00360,Delivered,2025-11-26,2025-12-09,135274.3
SO01098,CUST00931,Shipped,2025-09-18,2025-09-29,102521.79
SO01099,CUST00248,Delivered,2025-09-02,2025-09-08,238432.43
SO01100,CUST00152,Delivered,2026-01-20,2026-02-04,164113.7
SO01101,CUST00625,Delivered,2025-11-02,2025-11-16,43270.26
SO01102,CUST00195,Delivered,2025-10-31,2025-11-13,17432.73
SO01103,CUST00553,Delivered,2026-07-05,2026-07-10,184812.12
SO01104,CUST00247,Delivered,2025-10-11,2025-10-15,235506.98
SO01105,CUST00215,Cancelled,2026-05-19,2026-06-03,105047.38
SO01106,CUST00165,Shipped,2026-03-31,2026-04-04,263018.9
SO01107,CUST00966,Processing,2026-05-21,2026-06-02,187849.64
SO01108,CUST00263,Processing,2025-11-14,2025-11-29,217031.68
SO01109,CUST00113,Delivered,2025-11-30,2025-12-15,229430.37
SO01110,CUST00372,Delivered,2026-02-21,2026-03-03,151603.12
SO01111,CUST00706,Packed,2025-11-01,2025-11-10,119557.96
SO01112,CUST00929,Pending,2025-11-01,2025-11-05,195634.1
SO01113,CUST00982,Packed,2026-02-20,2026-03-03,142630.13
SO01114,CUST00806,Packed,2026-03-03,2026-03-07,222451.63
SO01115,CUST00254,Delivered,2025-09-02,2025-09-14,404918.45
SO01116,CUST00623,Delivered,2025-12-30,2026-01-14,99312.37
SO01117,CUST00729,Shipped,2026-04-14,2026-04-24,305412.02
SO01118,CUST00840,Shipped,2026-01-31,2026-02-05,65069.49
SO01119,CUST00062,Processing,2026-02-10,2026-02-21,54176.29
SO01120,CUST00124,Shipped,2026-02-27,2026-03-04,34120.98
SO01121,CUST00897,Delivered,2026-04-30,2026-05-04,55477.3
SO01122,CUST00896,Delivered,2025-09-14,2025-09-21,77802.23
SO01123,CUST00909,Delivered,2025-11-06,2025-11-15,84832.71
SO01124,CUST00707,Processing,2025-11-10,2025-11-24,272504.52
SO01125,CUST00450,Delivered,2025-12-09,2025-12-16,262572.68
SO01126,CUST00557,Packed,2026-03-05,2026-03-15,8955.84
SO01127,CUST00555,Shipped,2026-02-01,2026-02-11,124143.1
SO01128,CUST00328,Shipped,2026-01-28,2026-02-08,115410.07
SO01129,CUST00155,Delivered,2026-03-20,2026-04-01,14116.48
SO01130,CUST00110,Delivered,2025-10-22,2025-10-30,122388.79
SO01131,CUST00721,Cancelled,2025-11-21,2025-11-30,153943.21
SO01132,CUST00525,Processing,2025-09-11,2025-09-15,109503.6
SO01133,CUST00072,Shipped,2025-12-16,2025-12-27,310781.88
SO01134,CUST00760,Packed,2026-07-18,2026-07-23,64709.86
SO01135,CUST00350,Delivered,2026-06-27,2026-07-09,262729.09
SO01136,CUST00630,Pending,2025-10-23,2025-11-07,11649.0
SO01137,CUST00457,Delivered,2026-05-25,2026-05-29,392517.12
SO01138,CUST00039,Shipped,2026-01-27,2026-02-02,6279.3
SO01139,CUST00933,Delivered,2026-06-09,2026-06-17,116130.91
SO01140,CUST00718,Packed,2026-03-21,2026-04-02,339452.58
SO01141,CUST00348,Delivered,2026-07-02,2026-07-12,74797.66
SO01142,CUST00969,Delivered,2026-05-11,2026-05-14,229324.85
SO01143,CUST00488,Shipped,2025-11-20,2025-11-23,1230.12
SO01144,CUST00738,Shipped,2025-12-29,2026-01-07,28203.95
SO01145,CUST00830,Delivered,2026-07-03,2026-07-06,303203.68
SO01146,CUST00481,Shipped,2026-04-20,2026-05-04,310852.84
SO01147,CUST00227,Delivered,2026-07-13,2026-07-17,400941.41
SO01148,CUST00265,Cancelled,2026-01-21,2026-01-31,394384.17
SO01149,CUST00067,Shipped,2025-12-29,2026-01-10,88665.6
SO01150,CUST00137,Shipped,2026-02-25,2026-03-10,247618.3
SO01151,CUST00969,Shipped,2026-04-16,2026-04-25,149040.92
SO01152,CUST00114,Processing,2025-09-04,2025-09-07,22466.76
SO01153,CUST00703,Shipped,2026-01-03,2026-01-06,262831.42
SO01154,CUST00204,Delivered,2026-07-02,2026-07-08,185073.08
SO01155,CUST00670,Delivered,2026-07-08,2026-07-22,102255.6
SO01156,CUST00293,Processing,2026-06-13,2026-06-20,106136.16
SO01157,CUST00924,Cancelled,2026-01-05,2026-01-19,55360.12
SO01158,CUST00065,Pending,2025-12-13,2025-12-23,194120.35
SO01159,CUST00830,Delivered,2026-01-03,2026-01-14,100605.02
SO01160,CUST00284,Delivered,2026-05-14,2026-05-28,260419.29
SO01161,CUST00829,Packed,2026-05-18,2026-05-25,162114.61
SO01162,CUST00899,Delivered,2025-09-04,2025-09-11,142802.75
SO01163,CUST00831,Processing,2026-04-25,2026-05-01,293844.06
SO01164,CUST00988,Processing,2026-01-05,2026-01-12,229637.07
SO01165,CUST00967,Delivered,2026-07-13,2026-07-24,191523.0
SO01166,CUST00696,Delivered,2025-12-14,2025-12-27,42781.41
SO01167,CUST00335,Delivered,2025-10-01,2025-10-09,290817.84
SO01168,CUST00070,Packed,2026-05-23,2026-06-03,159210.9
SO01169,CUST00351,Shipped,2026-01-19,2026-01-28,217652.65
SO01170,CUST00039,Shipped,2026-03-20,2026-03-27,179115.06
SO01171,CUST00855,Processing,2026-07-18,2026-07-21,191056.84
SO01172,CUST00926,Delivered,2026-04-15,2026-04-24,51198.4
SO01173,CUST00651,Delivered,2026-05-09,2026-05-24,124062.1
SO01174,CUST00204,Cancelled,2026-04-09,2026-04-12,83057.93
SO01175,CUST00610,Delivered,2025-09-11,2025-09-26,205252.0
SO01176,CUST00021,Delivered,2025-11-28,2025-12-08,3938.0
SO01177,CUST00234,Cancelled,2025-11-25,2025-11-30,266817.87
SO01178,CUST00533,Packed,2026-06-16,2026-06-19,17436.07
SO01179,CUST00132,Processing,2025-10-30,2025-11-05,274408.53
SO01180,CUST00437,Delivered,2025-10-05,2025-10-16,72356.16
SO01181,CUST00631,Delivered,2025-10-11,2025-10-25,88221.34
SO01182,CUST00164,Delivered,2025-10-16,2025-10-25,239786.9
SO01183,CUST00581,Cancelled,2025-10-08,2025-10-21,209355.4
SO01184,CUST00862,Packed,2025-12-03,2025-12-16,75063.93
SO01185,CUST00043,Delivered,2025-10-04,2025-10-19,86673.75
SO01186,CUST00743,Delivered,2025-12-28,2026-01-04,72295.79
SO01187,CUST00859,Shipped,2025-11-26,2025-12-05,94228.92
SO01188,CUST00874,Delivered,2026-02-13,2026-02-19,581912.6
SO01189,CUST00101,Shipped,2025-11-11,2025-11-21,214885.12
SO01190,CUST00205,Delivered,2026-05-29,2026-06-07,190328.11
SO01191,CUST00390,Delivered,2025-12-08,2025-12-23,251411.67
SO01192,CUST00806,Shipped,2025-10-19,2025-10-22,12054.4
SO01193,CUST00660,Cancelled,2025-09-07,2025-09-13,163157.99
SO01194,CUST00902,Cancelled,2026-02-21,2026-03-03,118221.8
SO01195,CUST00094,Shipped,2026-01-13,2026-01-20,676071.3
SO01196,CUST00226,Processing,2026-02-22,2026-02-27,154167.9
SO01197,CUST00728,Cancelled,2025-10-14,2025-10-18,156080.64
SO01198,CUST00416,Shipped,2025-12-31,2026-01-03,245285.59
SO01199,CUST00767,Shipped,2026-02-25,2026-03-10,212467.79
SO01200,CUST00164,Processing,2026-01-21,2026-01-31,2340.31
SO01201,CUST00268,Processing,2026-01-30,2026-02-10,484.84
SO01202,CUST00078,Packed,2026-05-06,2026-05-11,217134.51
SO01203,CUST00325,Delivered,2026-06-09,2026-06-22,207799.77
SO01204,CUST00902,Delivered,2025-11-21,2025-11-30,175294.97
