shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP01696,SO01696,FedEx Freight,TRK-FED-14194085,"Incheon, South Korea","Incheon, China",Delivered,2026-03-08,2026-03-08,578.84
SHIP01697,SO01697,FedEx Freight,TRK-FED-62242445,"Atlanta, GA, USA","Nagoya, Mexico",Delivered,2025-10-01,2025-09-30,320.91
SHIP01698,SO01698,Kuehne + Nagel,TRK-KUE-60400664,"Bengaluru, India","Dortmund, Taiwan",Delayed,2025-09-15,,588.16
SHIP01699,SO01699,DB Schenker,TRK-DB -79062077,"Pune, India","Birmingham, Germany",In Transit,2026-05-10,,378.76
SHIP01700,SO01700,DB Schenker,TRK-DB -74952028,"Monterrey, Mexico","Tokyo, Vietnam",In Transit,2026-05-02,,71.06
SHIP01701,SO01701,Maersk Logistics,TRK-MAE-38694650,"Melbourne, Australia","Hsinchu, Japan",Delivered,2026-05-16,2026-05-17,250.8
SHIP01702,SO01702,Maersk Logistics,TRK-MAE-94653272,"Rotterdam, Netherlands","Munich, Japan",Delivered,2025-11-10,2025-11-10,113.03
SHIP01703,SO01703,UPS Supply Chain,TRK-UPS-12174301,"Monterrey, Mexico","Ningbo, Germany",Delivered,2026-05-23,2026-05-23,1543.64
SHIP01704,SO01704,DB Schenker,TRK-DB -11406805,"Melbourne, Australia","Incheon, India",Preparing,2025-10-08,,971.63
SHIP01705,SO01705,DB Schenker,TRK-DB -15868151,"Seattle, WA, USA","Shenzhen, Germany",In Transit,2026-02-12,,1149.86
SHIP01706,SO01706,DB Schenker,TRK-DB -97500505,"Tokyo, Japan","Bengaluru, Japan",In Transit,2026-07-16,,1278.2
SHIP01707,SO01707,Maersk Logistics,TRK-MAE-11663304,"Shenzhen, China","Suzhou, Germany",Delayed,2026-02-08,,1659.55
SHIP01708,SO01708,FedEx Freight,TRK-FED-13792860,"Pune, India","Shenzhen, United States",Delivered,2026-04-07,2026-04-12,1516.61
SHIP01709,SO01709,Maersk Logistics,TRK-MAE-46944212,"Hamburg, Germany","Suzhou, Vietnam",In Transit,2026-03-16,,918.58
SHIP01710,SO01710,DHL Express,TRK-DHL-51336924,Singapore,"Hai Phong, United Kingdom",Delivered,2026-06-11,2026-06-12,1544.85
SHIP01711,SO01711,Maersk Logistics,TRK-MAE-10636278,"Guadalajara, Mexico","Nagoya, South Korea",Delivered,2026-06-15,2026-06-14,439.42
SHIP01712,SO01712,DB Schenker,TRK-DB -88047333,"London, UK","Suzhou, Germany",Delivered,2026-03-23,2026-03-24,384.12
SHIP01713,SO01713,Maersk Logistics,TRK-MAE-69079257,"Osaka, Japan","Suzhou, Germany",Delivered,2026-03-17,2026-03-17,962.06
SHIP01714,SO01714,FedEx Freight,TRK-FED-66304312,"Los Angeles, CA, USA","Dallas, India",Delivered,2026-01-09,2026-01-12,1196.91
SHIP01715,SO01715,Kuehne + Nagel,TRK-KUE-69622641,"Toronto, Canada","Taipei, Mexico",Delayed,2026-07-18,,1340.66
SHIP01716,SO01716,DHL Express,TRK-DHL-80195406,"Los Angeles, CA, USA","Dortmund, Japan",Delivered,2025-10-21,2025-10-22,1213.7
SHIP01717,SO01717,FedEx Freight,TRK-FED-41560498,"Chicago, IL, USA","Chicago, Taiwan",Delivered,2025-10-13,2025-10-14,508.18
SHIP01718,SO01718,Maersk Logistics,TRK-MAE-34666962,"Melbourne, Australia","Hai Phong, Canada",Delayed,2026-05-25,,280.59
SHIP01719,SO01719,Kuehne + Nagel,TRK-KUE-40028546,"Detroit, MI, USA","Tokyo, South Korea",In Transit,2026-03-23,,915.25
SHIP01720,SO01720,FedEx Freight,TRK-FED-38596321,"Bengaluru, India","Nagoya, United States",In Transit,2025-10-25,,360.29
SHIP01721,SO01721,Kuehne + Nagel,TRK-KUE-20686820,"Shenzhen, China","Detroit, Japan",Delivered,2026-05-04,2026-05-05,535.69
SHIP01722,SO01722,DB Schenker,TRK-DB -20222949,"Incheon, South Korea","Ningbo, Taiwan",Delivered,2025-12-17,2025-12-16,551.0
SHIP01723,SO01723,Kuehne + Nagel,TRK-KUE-42869822,"Bengaluru, India","Munich, Mexico",Delivered,2026-06-03,2026-06-04,265.85
SHIP01724,SO01724,DB Schenker,TRK-DB -77636988,"Taipei, Taiwan","Osaka, United Kingdom",Delivered,2026-05-31,2026-06-01,47.66
SHIP01725,SO01725,FedEx Freight,TRK-FED-75025616,"Monterrey, Mexico","Hsinchu, India",Preparing,2026-03-31,,368.99
SHIP01726,SO01726,DHL Express,TRK-DHL-70682824,"Chicago, IL, USA","Hamilton, Germany",Delivered,2026-04-26,2026-04-25,1618.86
SHIP01727,SO01727,Maersk Logistics,TRK-MAE-24764852,"Taipei, Taiwan","Incheon, Taiwan",Delivered,2025-11-11,2025-11-12,326.74
SHIP01728,SO01728,FedEx Freight,TRK-FED-40418553,"Munich, Germany","Hamilton, Japan",In Transit,2025-11-22,,1072.09
SHIP01729,SO01729,Kuehne + Nagel,TRK-KUE-63275448,"Atlanta, GA, USA","Incheon, India",Delivered,2026-03-06,2026-03-06,1541.69
SHIP01730,SO01730,Maersk Logistics,TRK-MAE-59659578,"Detroit, MI, USA","Tokyo, Germany",Delivered,2026-04-28,2026-04-29,230.21
SHIP01731,SO01731,Kuehne + Nagel,TRK-KUE-75965813,"Munich, Germany","Nagoya, China",Delayed,2026-07-25,,1200.03
SHIP01732,SO01732,Maersk Logistics,TRK-MAE-60872376,"Melbourne, Australia","Querétaro, Germany",Returned,2026-01-13,2026-01-22,1754.33
SHIP01733,SO01733,DHL Express,TRK-DHL-24157244,Singapore,"Monterrey, India",Preparing,2026-04-13,,1204.8
SHIP01734,SO01734,Kuehne + Nagel,TRK-KUE-23339377,"Pune, India","Detroit, Japan",Delivered,2026-03-02,2026-03-02,923.47
SHIP01735,SO01735,DB Schenker,TRK-DB -22148396,"Chicago, IL, USA","Querétaro, Germany",Delivered,2026-04-01,2026-03-31,988.27
SHIP01736,SO01736,Maersk Logistics,TRK-MAE-13838429,"Munich, Germany","Ningbo, India",In Transit,2025-10-05,,1347.02
SHIP01737,SO01737,Kuehne + Nagel,TRK-KUE-85688043,"Munich, Germany","Pune, China",Preparing,2025-11-14,,1074.03
SHIP01738,SO01738,Kuehne + Nagel,TRK-KUE-29484432,"Chicago, IL, USA","Chicago, Germany",Delivered,2025-12-13,2025-12-14,476.22
SHIP01739,SO01739,DHL Express,TRK-DHL-15667534,"Rotterdam, Netherlands","Incheon, India",Preparing,2025-11-29,,362.79
SHIP01740,SO01740,DHL Express,TRK-DHL-90631455,"Taipei, Taiwan","Suzhou, Japan",Delivered,2026-03-22,2026-03-23,301.79
SHIP01741,SO01741,Maersk Logistics,TRK-MAE-63627417,"Detroit, MI, USA","Nagoya, Germany",Delivered,2025-10-11,2025-10-10,86.31
SHIP01742,SO01742,DB Schenker,TRK-DB -22301970,Singapore,"Ningbo, Vietnam",Delivered,2026-07-13,2026-07-14,582.96
SHIP01743,SO01743,FedEx Freight,TRK-FED-55400592,"Rotterdam, Netherlands","Detroit, Germany",Delayed,2026-01-21,,327.51
SHIP01744,SO01744,DHL Express,TRK-DHL-88409503,Singapore,"Munich, Canada",Delivered,2026-06-23,2026-06-22,222.21
SHIP01745,SO01745,FedEx Freight,TRK-FED-30829757,"Hamburg, Germany","Pune, South Korea",Delivered,2025-12-07,2025-12-06,1048.95
SHIP01746,SO01746,UPS Supply Chain,TRK-UPS-59866629,"Munich, Germany","Munich, Canada",Delivered,2026-02-22,2026-02-21,544.39
SHIP01747,SO01747,Kuehne + Nagel,TRK-KUE-73045373,"Atlanta, GA, USA","Suzhou, Japan",Delivered,2026-04-05,2026-04-06,508.63
SHIP01748,SO01748,DB Schenker,TRK-DB -60299799,"Melbourne, Australia","Birmingham, Canada",Delivered,2026-02-04,2026-02-03,152.32
SHIP01749,SO01749,Kuehne + Nagel,TRK-KUE-27913946,"Tokyo, Japan","Incheon, China",Delayed,2026-05-30,,204.21
SHIP01750,SO01750,UPS Supply Chain,TRK-UPS-85646662,"Dallas, TX, USA","Stuttgart, Vietnam",Delayed,2026-06-26,,1019.41
SHIP01751,SO01751,Kuehne + Nagel,TRK-KUE-25504001,"Melbourne, Australia","Osaka, South Korea",Delayed,2026-02-09,,760.72
SHIP01752,SO01752,Kuehne + Nagel,TRK-KUE-74217889,"Los Angeles, CA, USA","Osaka, United States",Delivered,2026-07-15,2026-07-15,1687.68
SHIP01753,SO01753,DB Schenker,TRK-DB -78741990,"Osaka, Japan","Ningbo, United Kingdom",Preparing,2026-03-22,,615.68
SHIP01754,SO01754,FedEx Freight,TRK-FED-85958368,Singapore,"Hamilton, Mexico",Delivered,2026-01-01,2025-12-31,311.27
SHIP01755,SO01755,FedEx Freight,TRK-FED-90794262,"Munich, Germany","Shenzhen, Canada",Delivered,2026-06-11,2026-06-10,1633.23
SHIP01756,SO01756,FedEx Freight,TRK-FED-15208556,"Frankfurt, Germany","Nagoya, Japan",In Transit,2026-05-13,,787.69
SHIP01757,SO01757,DB Schenker,TRK-DB -43187769,"Guadalajara, Mexico","Hsinchu, India",Preparing,2026-04-16,,1145.9
SHIP01758,SO01758,DB Schenker,TRK-DB -11857107,"Taipei, Taiwan","Dallas, Germany",Delivered,2025-12-16,2025-12-24,796.8
SHIP01759,SO01759,DB Schenker,TRK-DB -90149609,"Monterrey, Mexico","Stuttgart, South Korea",Delivered,2025-10-20,2025-10-19,1705.75
SHIP01760,SO01760,Kuehne + Nagel,TRK-KUE-12017910,"Dallas, TX, USA","Detroit, United States",Delivered,2025-11-20,2025-11-20,744.12
SHIP01761,SO01761,DB Schenker,TRK-DB -60891612,"Seattle, WA, USA","Nagoya, China",Delivered,2025-12-22,2025-12-21,705.22
SHIP01762,SO01762,FedEx Freight,TRK-FED-70175760,"Yokohama, Japan","Ningbo, South Korea",In Transit,2026-05-25,,234.98
SHIP01763,SO01763,Kuehne + Nagel,TRK-KUE-67487868,"Munich, Germany","Chicago, United Kingdom",Returned,2025-12-06,2025-12-11,1776.38
SHIP01764,SO01764,Kuehne + Nagel,TRK-KUE-81886873,"Atlanta, GA, USA","Stuttgart, Germany",Delivered,2026-06-19,2026-06-20,518.1
SHIP01765,SO01765,DB Schenker,TRK-DB -44775195,"Detroit, MI, USA","Taipei, Japan",In Transit,2026-04-29,,1517.41
SHIP01766,SO01766,DB Schenker,TRK-DB -79072229,"Guadalajara, Mexico","Hsinchu, China",In Transit,2025-10-20,,198.27
SHIP01767,SO01767,DB Schenker,TRK-DB -37855668,"Stuttgart, Germany","Birmingham, China",In Transit,2025-10-11,,291.44
SHIP01768,SO01768,DB Schenker,TRK-DB -50800379,"Melbourne, Australia","Osaka, Germany",Delivered,2025-11-27,2025-11-26,171.41
SHIP01769,SO01769,UPS Supply Chain,TRK-UPS-47300673,"Monterrey, Mexico","Bengaluru, Japan",Delivered,2026-01-19,2026-01-20,1808.91
SHIP01770,SO01770,DHL Express,TRK-DHL-52992158,"Rotterdam, Netherlands","Tokyo, China",Delivered,2026-01-10,2026-01-10,1223.07
SHIP01771,SO01771,FedEx Freight,TRK-FED-84049624,"Melbourne, Australia","Pune, Germany",In Transit,2026-05-08,,1041.71
SHIP01772,SO01772,DHL Express,TRK-DHL-14522612,"Munich, Germany","Chicago, Vietnam",Delivered,2026-04-09,2026-04-09,1132.73
SHIP01773,SO01773,DB Schenker,TRK-DB -11268012,"Dallas, TX, USA","Stuttgart, United States",In Transit,2025-10-20,,1422.4
SHIP01774,SO01774,FedEx Freight,TRK-FED-75445878,"Munich, Germany","Chicago, Germany",Preparing,2025-12-17,,624.36
SHIP01775,SO01775,FedEx Freight,TRK-FED-93264636,"Stuttgart, Germany","Nagoya, Vietnam",Delivered,2025-11-09,2025-11-08,1598.39
SHIP01776,SO01776,Maersk Logistics,TRK-MAE-63471802,"Incheon, South Korea","Munich, United States",Preparing,2025-10-30,,112.73
SHIP01777,SO01777,UPS Supply Chain,TRK-UPS-90788330,"Detroit, MI, USA","Incheon, India",Delivered,2025-12-03,2025-12-02,502.51
SHIP01778,SO01778,DB Schenker,TRK-DB -46728832,"Atlanta, GA, USA","Detroit, China",Delivered,2026-05-31,2026-05-31,1176.97
SHIP01779,SO01779,Maersk Logistics,TRK-MAE-31066087,"Bengaluru, India","Stuttgart, United Kingdom",Delivered,2025-10-25,2025-10-25,361.85
SHIP01780,SO01780,DB Schenker,TRK-DB -48000701,"Frankfurt, Germany","Shenzhen, China",Delivered,2026-03-07,2026-03-07,291.37
SHIP01781,SO01781,DB Schenker,TRK-DB -57231683,"Los Angeles, CA, USA","Chicago, China",In Transit,2026-02-03,,501.75
SHIP01782,SO01782,DB Schenker,TRK-DB -72622678,"Bengaluru, India","Dortmund, Mexico",In Transit,2025-12-22,,660.23
SHIP01783,SO01783,FedEx Freight,TRK-FED-96213751,"Munich, Germany","Bengaluru, Taiwan",Delivered,2025-11-03,2025-11-02,1503.05
SHIP01784,SO01784,DHL Express,TRK-DHL-60552229,"Guadalajara, Mexico","Stuttgart, Canada",Delivered,2026-01-16,2026-01-24,1034.99
SHIP01785,SO01785,UPS Supply Chain,TRK-UPS-69699745,"Monterrey, Mexico","Detroit, United Kingdom",Delivered,2026-06-05,2026-06-06,1567.97
SHIP01786,SO01786,DB Schenker,TRK-DB -33811826,"Toronto, Canada","Monterrey, Taiwan",Delivered,2026-02-25,2026-03-04,296.07
SHIP01787,SO01787,UPS Supply Chain,TRK-UPS-92013609,"Atlanta, GA, USA","Shenzhen, United States",Delivered,2025-11-09,2025-11-08,47.5
SHIP01788,SO01788,Kuehne + Nagel,TRK-KUE-75458881,"Shenzhen, China","Osaka, China",Delayed,2025-12-12,,1087.35
SHIP01789,SO01789,DB Schenker,TRK-DB -76030378,"Osaka, Japan","Dallas, Taiwan",Delayed,2025-11-02,,1029.77
SHIP01790,SO01790,DHL Express,TRK-DHL-30417784,"Rotterdam, Netherlands","Detroit, Mexico",In Transit,2026-01-26,,199.8
SHIP01791,SO01791,Maersk Logistics,TRK-MAE-53386149,"Dallas, TX, USA","Shenzhen, Germany",Delivered,2025-09-23,2025-09-23,1359.5
SHIP01792,SO01792,DHL Express,TRK-DHL-80649851,"Seattle, WA, USA","Stuttgart, United States",Delayed,2026-05-19,,1640.34
SHIP01793,SO01793,DB Schenker,TRK-DB -43345496,"Toronto, Canada","Osaka, India",Delivered,2026-06-28,2026-07-01,1763.46
SHIP01794,SO01794,DB Schenker,TRK-DB -74344163,"London, UK","Detroit, Germany",In Transit,2025-09-17,,1280.92
SHIP01795,SO01795,FedEx Freight,TRK-FED-71147961,"Incheon, South Korea","Pune, Japan",In Transit,2025-10-12,,197.54
SHIP01796,SO01796,DHL Express,TRK-DHL-46530021,"Osaka, Japan","Suzhou, United States",Delivered,2026-01-07,2026-01-07,894.91
SHIP01797,SO01797,UPS Supply Chain,TRK-UPS-26742741,"Osaka, Japan","Dallas, Japan",Preparing,2026-05-29,,898.87
SHIP01798,SO01798,DHL Express,TRK-DHL-26848765,"Incheon, South Korea","Ningbo, Japan",Delivered,2025-12-05,2025-12-06,1396.33
SHIP01799,SO01799,FedEx Freight,TRK-FED-92217969,"Tokyo, Japan","Birmingham, China",Delivered,2026-01-06,2026-01-05,1632.45
SHIP01800,SO01800,Maersk Logistics,TRK-MAE-53556644,"Dallas, TX, USA","Chicago, Japan",Preparing,2025-11-12,,1779.64
SHIP01801,SO01801,DB Schenker,TRK-DB -65353281,Singapore,"Munich, United States",Delivered,2025-09-24,2025-09-23,300.55
SHIP01802,SO01802,DHL Express,TRK-DHL-41791021,"Los Angeles, CA, USA","Nagoya, Germany",Delivered,2026-03-18,2026-03-17,1805.07
SHIP01803,SO01803,FedEx Freight,TRK-FED-95642100,"Dallas, TX, USA","Munich, Taiwan",Delivered,2026-05-21,2026-05-24,917.6
SHIP01804,SO01804,UPS Supply Chain,TRK-UPS-45478143,"Taipei, Taiwan","Suzhou, China",Delivered,2026-02-19,2026-02-19,1109.2
SHIP01805,SO01805,Kuehne + Nagel,TRK-KUE-88214864,"Seattle, WA, USA","Nagoya, Taiwan",Preparing,2026-03-19,,1706.22
SHIP01806,SO01806,DHL Express,TRK-DHL-72701704,"Taipei, Taiwan","Bengaluru, India",Delivered,2026-01-09,2026-01-10,1825.18
SHIP01807,SO01807,FedEx Freight,TRK-FED-67320797,"Chicago, IL, USA","Hai Phong, Germany",In Transit,2025-12-20,,1604.71
SHIP01808,SO01808,Maersk Logistics,TRK-MAE-12960457,"Detroit, MI, USA","Nagoya, Germany",In Transit,2025-09-28,,260.56
SHIP01809,SO01809,Kuehne + Nagel,TRK-KUE-59921243,"Yokohama, Japan","Osaka, China",In Transit,2026-02-14,,498.39
SHIP01810,SO01810,FedEx Freight,TRK-FED-86787418,"Tokyo, Japan","Pune, China",Delivered,2026-07-05,2026-07-05,1781.59
SHIP01811,SO01811,DHL Express,TRK-DHL-28865105,"Melbourne, Australia","Osaka, Japan",In Transit,2026-01-31,,511.52
SHIP01812,SO01812,DHL Express,TRK-DHL-85929581,Singapore,"Stuttgart, Germany",Delivered,2026-02-12,2026-02-19,1391.93
SHIP01813,SO01813,FedEx Freight,TRK-FED-36710859,"Osaka, Japan","Hamilton, India",In Transit,2025-12-01,,1529.29
SHIP01814,SO01814,UPS Supply Chain,TRK-UPS-39037359,"Rotterdam, Netherlands","Tokyo, Vietnam",Delivered,2026-07-06,2026-07-07,1034.35
SHIP01815,SO01815,DHL Express,TRK-DHL-49734765,"Munich, Germany","Ningbo, Japan",Preparing,2026-02-24,,846.44
SHIP01816,SO01816,DB Schenker,TRK-DB -87953326,"Shenzhen, China","Chicago, Vietnam",Delivered,2026-01-01,2026-01-02,1814.47
SHIP01817,SO01817,DB Schenker,TRK-DB -90046769,"Chicago, IL, USA","Osaka, India",Delivered,2025-11-24,2025-11-23,895.76
SHIP01818,SO01818,DB Schenker,TRK-DB -77567556,"Taipei, Taiwan","Querétaro, Taiwan",Preparing,2026-05-29,,397.42
SHIP01819,SO01819,Maersk Logistics,TRK-MAE-97725759,"Dallas, TX, USA","Stuttgart, Japan",Delivered,2026-07-28,2026-07-27,1057.56
SHIP01820,SO01820,Maersk Logistics,TRK-MAE-62780122,"Los Angeles, CA, USA","Dallas, India",Delivered,2026-03-30,2026-03-30,1664.93
SHIP01821,SO01821,FedEx Freight,TRK-FED-66075371,"Rotterdam, Netherlands","Pune, Mexico",Delivered,2026-05-03,2026-05-03,1406.21
SHIP01822,SO01822,Kuehne + Nagel,TRK-KUE-79016923,"Monterrey, Mexico","Nagoya, Japan",In Transit,2026-03-08,,404.78
SHIP01823,SO01823,DB Schenker,TRK-DB -16868352,"Monterrey, Mexico","Birmingham, Mexico",Delivered,2025-10-06,2025-10-06,690.55
SHIP01824,SO01824,DB Schenker,TRK-DB -70135987,"Pune, India","Munich, Japan",Delayed,2025-10-05,,1626.86
SHIP01825,SO01825,DHL Express,TRK-DHL-17968379,"Incheon, South Korea","Stuttgart, United States",Preparing,2026-01-02,,183.47
SHIP01826,SO01826,UPS Supply Chain,TRK-UPS-32913788,"Incheon, South Korea","Tokyo, Germany",Delivered,2025-10-28,2025-10-28,1554.75
SHIP01827,SO01827,UPS Supply Chain,TRK-UPS-40352744,"Stuttgart, Germany","Seoul, South Korea",Delivered,2025-12-07,2025-12-06,1175.85
SHIP01828,SO01828,UPS Supply Chain,TRK-UPS-26464735,"Melbourne, Australia","Hsinchu, China",Delivered,2026-03-17,2026-03-18,210.98
SHIP01829,SO01829,Maersk Logistics,TRK-MAE-28025822,"Monterrey, Mexico","Hsinchu, Taiwan",Delivered,2026-07-26,2026-07-25,739.44
SHIP01830,SO01830,UPS Supply Chain,TRK-UPS-20191636,Singapore,"Osaka, United Kingdom",Returned,2025-12-30,2026-01-05,1287.96
SHIP01831,SO01831,DHL Express,TRK-DHL-15084500,"London, UK","Shenzhen, United States",Delivered,2026-04-06,2026-04-06,1707.78
SHIP01832,SO01832,Maersk Logistics,TRK-MAE-21536626,"Atlanta, GA, USA","Detroit, Japan",Delivered,2025-11-22,2025-11-22,1195.95
SHIP01833,SO01833,Maersk Logistics,TRK-MAE-75094650,"Shenzhen, China","Seoul, Vietnam",Delivered,2026-02-03,2026-02-03,377.56
SHIP01834,SO01834,DHL Express,TRK-DHL-18294681,"Melbourne, Australia","Osaka, Germany",Delivered,2025-10-08,2025-10-07,1514.15
SHIP01835,SO01835,DHL Express,TRK-DHL-57194515,"Seattle, WA, USA","Stuttgart, Mexico",Delivered,2025-12-31,2025-12-30,1382.64
SHIP01836,SO01836,Maersk Logistics,TRK-MAE-71530169,"Pune, India","Nagoya, South Korea",Returned,2025-11-09,2025-11-17,1131.18
SHIP01837,SO01837,UPS Supply Chain,TRK-UPS-93985251,"Rotterdam, Netherlands","Nagoya, United States",In Transit,2026-03-22,,1198.92
SHIP01838,SO01838,Maersk Logistics,TRK-MAE-49284125,"Los Angeles, CA, USA","Pune, Mexico",Delivered,2026-06-20,2026-06-20,1660.54
SHIP01839,SO01839,FedEx Freight,TRK-FED-31546177,"Munich, Germany","Birmingham, Japan",In Transit,2026-04-08,,600.58
SHIP01840,SO01840,FedEx Freight,TRK-FED-36676847,"Tokyo, Japan","Hsinchu, Germany",Delivered,2025-11-19,2025-11-18,133.27
SHIP01841,SO01841,Kuehne + Nagel,TRK-KUE-16846338,"Pune, India","Monterrey, China",Delivered,2026-07-10,2026-07-11,657.56
SHIP01842,SO01842,Kuehne + Nagel,TRK-KUE-12777937,"Osaka, Japan","Birmingham, United States",In Transit,2026-04-11,,1707.01
SHIP01843,SO01843,DHL Express,TRK-DHL-11524444,"Tokyo, Japan","Birmingham, Mexico",In Transit,2025-11-23,,1515.6
SHIP01844,SO01844,FedEx Freight,TRK-FED-27292872,"Yokohama, Japan","Monterrey, Germany",Preparing,2025-10-26,,854.63
SHIP01845,SO01845,DB Schenker,TRK-DB -92999429,"Guadalajara, Mexico","Dortmund, South Korea",Delivered,2025-09-13,2025-09-13,1073.36
SHIP01846,SO01846,FedEx Freight,TRK-FED-16293615,"Yokohama, Japan","Monterrey, Mexico",In Transit,2025-12-23,,611.72
SHIP01847,SO01847,DHL Express,TRK-DHL-40128213,"Atlanta, GA, USA","Bengaluru, Germany",Delayed,2026-02-26,,242.51
SHIP01848,SO01848,UPS Supply Chain,TRK-UPS-78230419,"Toronto, Canada","Taipei, China",Delivered,2025-12-04,2025-12-06,712.26
SHIP01849,SO01849,UPS Supply Chain,TRK-UPS-39305521,"Taipei, Taiwan","Monterrey, Taiwan",Delivered,2026-07-02,2026-07-03,1714.21
SHIP01850,SO01850,DB Schenker,TRK-DB -40366457,"Frankfurt, Germany","Tokyo, Japan",Delivered,2026-01-06,2026-01-10,1572.62
SHIP01851,SO01851,DB Schenker,TRK-DB -75844874,"London, UK","Hsinchu, China",Delayed,2026-01-23,,1007.66
SHIP01852,SO01852,FedEx Freight,TRK-FED-16434451,"Guadalajara, Mexico","Incheon, South Korea",Delivered,2025-10-21,2025-10-21,268.23
SHIP01853,SO01853,UPS Supply Chain,TRK-UPS-50941196,"Tokyo, Japan","Munich, South Korea",Delivered,2025-10-17,2025-10-18,270.11
SHIP01854,SO01854,Kuehne + Nagel,TRK-KUE-84883832,"Tokyo, Japan","Suzhou, Germany",Delivered,2026-02-25,2026-02-24,764.32
SHIP01855,SO01855,FedEx Freight,TRK-FED-93757460,"Rotterdam, Netherlands","Ningbo, Canada",Delivered,2026-01-26,2026-01-27,1766.91
SHIP01856,SO01856,FedEx Freight,TRK-FED-48290800,"Detroit, MI, USA","Hai Phong, India",Delivered,2026-04-07,2026-04-06,1437.24
SHIP01857,SO01857,FedEx Freight,TRK-FED-26085896,"Shenzhen, China","Stuttgart, South Korea",Delivered,2025-12-22,2025-12-23,1742.24
SHIP01858,SO01858,Maersk Logistics,TRK-MAE-42040850,"Munich, Germany","Hsinchu, India",Delayed,2025-11-30,,747.88
SHIP01859,SO01859,Maersk Logistics,TRK-MAE-74965786,"Detroit, MI, USA","Bengaluru, United States",In Transit,2026-06-29,,347.28
SHIP01860,SO01860,FedEx Freight,TRK-FED-53634050,"Guadalajara, Mexico","Monterrey, Vietnam",In Transit,2026-03-24,,1227.58
SHIP01861,SO01861,Maersk Logistics,TRK-MAE-63990797,"Yokohama, Japan","Tokyo, Germany",Delivered,2025-12-07,2025-12-06,995.55
SHIP01862,SO01862,UPS Supply Chain,TRK-UPS-40843927,"Tokyo, Japan","Hamilton, Japan",In Transit,2026-06-19,,1739.3
SHIP01863,SO01863,Maersk Logistics,TRK-MAE-63675331,"Rotterdam, Netherlands","Hamilton, Japan",Delivered,2026-07-16,2026-07-16,1062.16
SHIP01864,SO01864,DHL Express,TRK-DHL-90765489,"Munich, Germany","Nagoya, United States",Delivered,2025-12-17,2025-12-16,1685.73
SHIP01865,SO01865,DHL Express,TRK-DHL-14744290,"Tokyo, Japan","Monterrey, Taiwan",In Transit,2025-11-12,,1007.66
SHIP01866,SO01866,Maersk Logistics,TRK-MAE-36757370,"Yokohama, Japan","Birmingham, India",In Transit,2025-11-12,,592.2
SHIP01867,SO01867,DHL Express,TRK-DHL-55942448,"Rotterdam, Netherlands","Bengaluru, China",Delivered,2025-12-28,2025-12-28,978.32
SHIP01868,SO01868,DHL Express,TRK-DHL-24850510,"Pune, India","Ningbo, India",In Transit,2026-05-08,,511.27
SHIP01869,SO01869,Kuehne + Nagel,TRK-KUE-64635155,"Frankfurt, Germany","Chicago, Japan",Delivered,2026-01-21,2026-01-21,1008.33
SHIP01870,SO01870,FedEx Freight,TRK-FED-12826588,"Melbourne, Australia","Bengaluru, United Kingdom",Delivered,2026-06-06,2026-06-06,255.4
SHIP01871,SO01871,Maersk Logistics,TRK-MAE-15912756,"Guadalajara, Mexico","Bengaluru, India",Delayed,2026-02-25,,636.73
SHIP01872,SO01872,Kuehne + Nagel,TRK-KUE-93726863,"Monterrey, Mexico","Suzhou, South Korea",Delivered,2025-09-12,2025-09-12,1308.39
SHIP01873,SO01873,Kuehne + Nagel,TRK-KUE-94185293,"Chicago, IL, USA","Querétaro, China",Delayed,2025-11-26,,1348.21
SHIP01874,SO01874,FedEx Freight,TRK-FED-46532578,"Chicago, IL, USA","Seoul, China",Delivered,2026-01-28,2026-01-28,1728.38
SHIP01875,SO01875,DB Schenker,TRK-DB -97608182,"Stuttgart, Germany","Stuttgart, Germany",Delivered,2026-02-10,2026-02-09,330.14
SHIP01876,SO01876,DB Schenker,TRK-DB -49238668,"Munich, Germany","Hai Phong, Germany",Delivered,2025-11-24,2025-11-25,1019.04
SHIP01877,SO01877,UPS Supply Chain,TRK-UPS-74065747,"London, UK","Bengaluru, South Korea",Delivered,2025-09-17,2025-09-17,1660.83
SHIP01878,SO01878,DB Schenker,TRK-DB -80924181,"Dallas, TX, USA","Seoul, Japan",Preparing,2025-12-24,,454.65
SHIP01879,SO01879,FedEx Freight,TRK-FED-97032389,"Incheon, South Korea","Munich, Taiwan",In Transit,2025-10-28,,1732.32
SHIP01880,SO01880,Maersk Logistics,TRK-MAE-47051644,"Stuttgart, Germany","Bengaluru, United States",Delivered,2026-07-31,2026-07-30,1658.63
SHIP01881,SO01881,Kuehne + Nagel,TRK-KUE-18913047,"Frankfurt, Germany","Osaka, China",In Transit,2026-07-23,,629.9
SHIP01882,SO01882,UPS Supply Chain,TRK-UPS-33997284,"Chicago, IL, USA","Dallas, Mexico",Delivered,2025-09-20,2025-09-20,256.21
SHIP01883,SO01883,DB Schenker,TRK-DB -73203961,"Munich, Germany","Suzhou, Canada",In Transit,2026-03-20,,1702.41
SHIP01884,SO01884,DB Schenker,TRK-DB -24966387,"London, UK","Tokyo, Taiwan",Preparing,2026-07-22,,311.01
